text,pred_id,pred_label,p_label0,p_label1,p_label2,true_id,true_label
وقتی میگیم ایران رو گروگان گرفتن بخاطر همین حرکات هستش تو کجای دنیا داخل پارلمان یک کشور پرچم یک کشور دیگه رو آتش میزنن ،جز این هستش که از این تنش همین آقا زاده ها و دو تابعتی ها بیش‌ترین سود رو میبرن #برجام #ما_گروگانیم,0,neg,0.9736453,0.006212321,0.0201424,0,neg
@xavier_piadoso همین سرویس رو سایت #الکفیل وابسته به حرم حضرت عباس و سایت #الجوادین وابسته به امامان کاظمین دارند.خیلی خوبه جدی #احسنت,2,pos,0.08589322,0.088709645,0.8253971,2,pos
دیروز #گپ نشون داد که از بقیه پیامرسانهای داخلی #بی‌کیفیت چیزی کم نداره با دوتا اکانت توی یک گروه عضو بودم با اولی پیام دادم بعد چند دقیقه خروج کاربری زدم با دومی وارد شدم دیدم پیام رو با اکانت دوم فرستاده نسخه تحت وبش هم که واقعا #افتضاح,0,neg,0.9427053,0.01105684,0.046237826,0,neg
موافقم . ولی اینم در نظر بگیر که یبار زندگی می کنی . بنظرم در آینده چشمتو روی این طرز فکر الانت میبندی ..... نمیخوام جاج کنم . فقط یه نظره ..... اصن اینا رو ولش ایشالا شرایط ایران درست شه که این افکار منفی دیگه سراغمون نیاد,0,neg,0.9157266,0.015467895,0.06880546,2,pos
بعضیا رو هم خودمون مینشونیم رو سرمون #ابله #پررو #کسخل,0,neg,0.96959865,0.006619028,0.023782369,0,neg
فوری هم اکنون پایگاه هوایی اندروز ـ آمریکا آماده سازیها برای استقبال مقامهای عالیرتبه آمریکایی از سه گروگان آمریکایی که در کره شمالی در زندان بوده و به نشانه حسن نیت آزاد شدند pic.twitter.com/IY7TAmcMZ1,2,pos,0.17532286,0.13012224,0.69455487,1,med
نامجو چقد عزیزه، چقد خوبه، چقد عالیه، چقد بلده، چقد من بگم این خوبه و کافی نباشه. لعنتی تو چقد خوبی اخه!! این “طلوع من” رو بازخونی کرده فقط سیگار میخواد چایی و هوای سرد سوزناک ! بشینی و بکشی و یخ کنی و گوش کنی و “حالا که هی میخوام شب و روز به هم دیگه دروغ بگن ساعتها هم دقیق شدن”,0,neg,0.7330113,0.055978943,0.21100976,2,pos
مرا با وعده گندم فریبم دادی باغت آباد ... الوعده را تماما وفا نموده ای .,2,pos,0.10416997,0.100503,0.795327,0,neg
هق,0,neg,0.6046288,0.077315316,0.31805593,0,neg
از وقتی #هاشمی_رفسنجانی فوت کردند،مشکلات کامل ایران شروع شد.تازه معلوم نیست چطور ایشون فوت کردند.از وقتی #هاشمی_رفسنجانی فوت کردند،مشکلات کامل ایران شروع شد.تازه معلوم نیست چطور ایشون فوت کردند. #پلاسکو #سقوط_هواپيما #بیکاری #دروغ #گزارشگر #گزارشگر_منوتو,0,neg,0.9698939,0.0066408874,0.023465311,0,neg
هروقت شما اومدید هر دو اینهارا محکوم کردید ، من که از مریخ اومدم ، میفهمم منادیان صنعت حقوق حشر حسن نیت دارند.,0,neg,0.95283306,0.009219066,0.03794787,0,neg
یک عمر به این بیشرفای حرومزاده بی عقل و هوسباز زن ستیز میدون دادیم و هیچی نگفتیم که روزگار ملت و ممملکتمون شده این! #بیشعور,0,neg,0.974295,0.0063039316,0.019401139,0,neg
گذشت دیشب بود الان شادم ، دراین حد بی ثبات,2,pos,0.043118104,0.05845223,0.89842963,2,pos
والا خودآگاه نیست هر کاری میکنم اشتباه تایپی عین شیطان بر سر توییتهای من چمبله زده هر چی بیشتر سعی میکنم درصد خطای تایپم بیشتر میشه شما بگذرید این یه مورد ر منم از این بعد نارسایی دارم حالا گاف هایی که در اثر این اشتباهات تایپی دادم ر دیگه نگم بهتره,0,neg,0.9586742,0.008377213,0.03294862,0,neg
کاش بابا امشبم بیاد به خوابم! اون وقت میشه سه شب پشت سرهم خوابشو دیدم!خوابش آرامش بخشه!لطفا امشبم بیا #دلتنگ,0,neg,0.94044715,0.011165945,0.048386935,0,neg
نگاهی به این مجلس بی بخار و ترسو کن واقعا فکر میکنی دوره بعد صادقی تایید صلاحیت میشه؟ شک نکنه رد صلاحیت میشه... #مجلس_دستچین_شده #مجلس_فرمایشی,0,neg,0.9672568,0.0070352517,0.025707953,0,neg
الان تو از جنگ شیعه سنی انتظار دست آورد داری؟ مگه برا مردم یمن میجنگن که انتظار دستاورد داری براشون,0,neg,0.9680439,0.006853339,0.02510273,0,neg
#به_رغم_مدعیانی_که_منع_عشق_کنند جمال چهره تو حکم موجه ماست,0,neg,0.8679506,0.023914257,0.108135104,0,neg
دمت گرم حرف دل منو زدی، اینا رسما مغازه زدن برای مردم بیچاره,2,pos,0.39134505,0.13365561,0.47499934,2,pos
فی الواقع چیز لق امثال دولت آبادی دیوث. باز هم بگذارید نسبی گراهای ملوس بیایند و فحاشی به استاد را تقبیح کنند، خوشا چنین قباحت و دریدگی ای.,0,neg,0.8123989,0.036658417,0.1509426,0,neg
#خامنه_اى_يك_حرامزاده_است,2,pos,0.40522322,0.1337069,0.4610699,0,neg
شاهین داداش این ملت با گوگل بیگانه ست یکی ی چیزی میگه همه میگن هورا اینجوری میشه که ی آدم غیر سیاسی و علمی و صد البته مخالف رژیم آخوندی مثل دکتر فیروز نادری رو میشه با ی توییت و دو تا هشتگ خراب کرد و اینقد بهش فحش دادن که کم کم ناامید میشه از حمایت معنوی اپوزیسیون,0,neg,0.97205263,0.006360909,0.021586495,0,neg
بپذیریم که ما به عنوان انسان حق داریم سلایق سیاسی متفاوتی داشته باشیم. اتحاد ما کلید پیروزی جنبشی است که آغاز شده است. #IranStrikes,2,pos,0.3409003,0.14519878,0.513901,2,pos
چه شب هايى كه با بچه هاى اروپايى دور هم نشستيم و حرف زديم و تا صبح بيدار مونديم. صميميت به اوج ميرسيد ولى فرداش انگار ديگه نميشناختنت. ابراهيم رو فقط نيم ساعت پشت دراى بسته ى يه جلسه ديدم و هنوز گاهى مسج ميده. ما شرقى ها عليرغم همه ى آشفتگى كشور و روانمون، گرمى خاصى داريم.,0,neg,0.9003871,0.01824725,0.08136552,2,pos
به هر حال، مردم عزیز ایران همواره در حال انتخاب بین بد و بدتر بودند، سیستم فلسفی بد و بدتر در انتخابات که جواب داده و گروه کثیری رو همراه خودش کرده، با همان منطق بری جلو، حتما این هورا هم منطقی جلوه می کنه,0,neg,0.7071065,0.062120717,0.23077275,0,neg
منم عاشق بچه ام خیلیااااا ولی شوهر دوست ندارم کاش میشد مریم مقدس وار بود ولی اونجوری الان باشیااااا ، مردم میگن حتما زدن بش در رفتن. تااازه شانسم نداریم بچمون عیسی طورم نیست ،بیاد به داد برسه،هعی.,0,neg,0.9388081,0.0116630485,0.049528874,2,pos
میتونست حتی مسلح شن من از کشته شدن اون یه نفر در جریان کازرون دفاع نمیکنم حرف من اینه که در همه جای دنیا پلیس یک کشور در قبال شهروند ها مصونیت قضایی داره و تمرد از دستور پلیس جرمه دیگه آتش زدن و لخت کردن و زیر گرفتن بماند,0,neg,0.9745643,0.0065149455,0.01892077,0,neg
عوضش سیزده به در سرحالی https:// twitter.com/mohandes_khast e/status/975852903545139206 …,2,pos,0.42545995,0.13436006,0.44018003,2,pos
جناب شریعتمداری بهتر نیست درمورد حمید هیراد بنویسی و به هنرمند های داخلی بپردازی و کاری به کاراونور آبیا نداشته باشین؟ البته ابتذال بده خیلی بد دزدی که بد نیست میدونم #مبتذل,0,neg,0.7494098,0.05132972,0.1992605,0,neg
"""۱۳۶۹/۰۱/۲۷ زاد روز یکی از بهترین های رپ فارسی... مرد تنها... علی سورنا"""" #سورنا #مرد_تنها #آوار #نگار #کویر""""""",0,neg,0.82112104,0.038446613,0.14043236,2,pos
زنده باد دهه پنجاه هر حرکتی و تغییری هست با ما دهه پنجاه شرکع میشه https:// twitter.com/Mori_delbari_2 /status/1002231773668003841 …,2,pos,0.3184406,0.1485335,0.533026,2,pos
کاش یه دولتی بیاد اگه پول نفتمون رو خورد حداقل شادی رو قسطی بفروشه,0,neg,0.7869563,0.04142005,0.17162359,0,neg
خود جمهوری اسلامی هم وسیله است برای دستیابی به قدرت و حکومت جهانی,2,pos,0.14535478,0.1176422,0.737003,0,neg
وقتی میگم فلان کارِت منو اذیت میکنه و باز و باز اون کار رو تکرار میکنی،اگه پفیوز نیستی پس چی هستی پدسّگ؟,0,neg,0.97267795,0.006216346,0.021105705,0,neg
همین بلا بصورت پیام‌ برای من اتفاق افتاد نمیتونم توضیح بدم چقدر حس مزخرفی بود خصوصا که داماد‌ باهوش‌ متوفی پیام تشکر شرکت در مراسم عزاداری رو از زبان متوفی ‌ نوشته بود. خوش آمدی بمزارم‌ نموده‌ای یادم .بخوان تو سوره الحمد تا کنی شادم ‌ دوست عزیزم ممنون که در مراسمم‌ آمدی و....,2,pos,0.09398043,0.09508305,0.8109365,0,neg
واسه درمان رفلکس چی پیشنهاد میکنید بیهوده ها؟,0,neg,0.7950587,0.042663928,0.1622774,0,neg
نه ؛ مردنش به چه دردم میخوره ؛ اگه اخته کردن بود آره میارزید ؛ چون تو اعدام اون میمیره و راحت میشه و اینم منم ک باید با این زجر تا آخر عمر زندگی کنم ؛ البته آدم تا تو موقعیتش قرار نگیره واکنش واقعیش معلوم نمیشه,0,neg,0.9734123,0.006160124,0.020427668,0,neg
لطفاً برنامه های جهت آگاهی بخشی به عموم مردم در مورد #نافرمانی_مدنی و #تحریم_خرید تولید کنید، ما اینجا هیچ تریبونی نداریم و همه جوره در خطر هستیم. شما صدای ایران آزاد باشید. سپاس از الطاف شما #IranStrikes #دومینوی_اعتصابات,0,neg,0.5062679,0.11574919,0.3779829,2,pos
برداشتی اونوقت نه من ، که مردم جامعه قدردان و حامی تو خواهند بود. حسن آقا خمینی، وقتشه باور کنی مردم از خاتمی و میرحسین هم گذشته ن، وقتشه باور کنی کشتی ارزشمندی که جد شما ناخدای شایسته ای نبود براش، الان بدست نااهلانی ظالم به شکلی بدتر داره اداره میشه و اگر این ظلم نیست پس چیست؟!,0,neg,0.70963985,0.061928097,0.22843206,0,neg
حرفش مصداق کلمه الحق یراد به الباطله. نتیجه چرتی گرفته اولا. ثانیا صاحب و مدیر مدرسه دقیقا هم فکر و هم عقیده زیباکلامه! نشون میده اتفاقا باید سختگیرتر بود.,0,neg,0.4903477,0.12011994,0.38953227,0,neg
آدم های تند رو همیشه خطرناک اند...راستش غیر قابل اعتمادند... درست مثل اصرار به خونه دار کردن مردم بدون برنامه ریزی.. کی می دونه اگه مسکن مهر اصلا ساخته نشده بود الان چندین نفر از مردم زنده مونده بودن؟! #خیر_یا_شر #احمق #مسکن_مهر #مصیبت #زلزله #تلخ,0,neg,0.9738548,0.0062361006,0.01990906,0,neg
یه عکاس خبری هم داریم که معتقده در یک مراسم عمومی هرکی از چیزی عکس بگیره که اون هم گرفته، سوژه ایشون رو کپی کرده!!! #توهم,0,neg,0.9200894,0.015076834,0.064833745,0,neg
"""نوشته """"برقع به لحاظ فلسفی قابل دفاع نیست"""". حالا منم قبول ندارم برقعو و با ترویجشم مخالفم و به دین بستنشم خلاف میدونم ولی... یعنی چی یه چیزی به لحاظ فلسفی قابل دفاع نیست؟ مثلا جوراب به لحاظ فلسفی قابل دفاعه؟ فلسفه مگه یه موجود مشخصه یا یه سری قواعد خاصه که بگیم فلانی باهاش مخالفه؟""",0,neg,0.9594913,0.008304038,0.032204635,0,neg
همین الان با خواب شروع جنگ پاشدم حتی خوابش هم وحشت زده ام کرده,0,neg,0.9678955,0.0067977374,0.025306745,0,neg
فی الواقع خدا که فقط خدای آدم های خوب نیست، خدا، خدای زندانی و دزد و قاتل هم هست ما باید تلاش بکنیم برای اهلی کردن آدم ها، اهلی کردن یعنی ایجاد علاقه کردن فی الواقع خداوند اند مرام،اند معرفت و اند رفاقته... #مارمولک,2,pos,0.29971966,0.1409642,0.5593162,2,pos
ساعت ۱۲:۳۰ شب تازه شروع کردن طبل زدن و عزاداری، خب من کیرم سر در خونه صاحب مجلس #عزاداری #محرم #طبل #بیشعور #الاغ #جاکش,0,neg,0.9745316,0.0062611974,0.019207213,0,neg
هنگام تنگدستی در عیش کوش و مستی که این کیمیای هستی، قارون کند گدا را #حافظ #مشاعره,2,pos,0.29023454,0.14121945,0.568546,1,med
هراس سر دژخیم قوه قضاییه از مجاهدین #IranRegimeChange #ایران #اعتصاب_سراسری #براندازم #قیام_سراسری #ایران_آزاد۹۷ #قیام_تا_سرنگونی pic.twitter.com/2rWO9GlUK7,0,neg,0.67538035,0.072059,0.25256065,0,neg
شما آخوندای مفت خور مخالف کمونیست هستید فقط بخاطر اینکه نشون میده مفت خور و بی مصرفید #اسلام #آخوند #مفتخور,0,neg,0.97389346,0.00620398,0.019902555,0,neg
تنها برتری ما نسبت به نسلهای قبلی و بعدیمون اینه که هرروز که بخوایم میتونیم دوش بگیریم .قبلتر از ما حموم نبود،بعدتر از ما آب نیست #نسل_سوخته,0,neg,0.83310133,0.035370186,0.13152853,0,neg
مگه میشه با داشتن همچین مادری اون یذره کسالت از بین نره . دختر انگشت پفکی خوبه خوبترم میشه اون امید و تو جشای تو میبینه و اون براش بهترین دارو و تقویت کنندس,2,pos,0.07261909,0.079556845,0.8478241,2,pos
"""شبی حداقل یک دقیقه کتاب بخوانیم وقتی کسی جوان، زیبا، ثروتمند و مورد احترام است، می‌پرسیم که آیا شاد هم هست؟""""تا بدانیم که خوشبخت است یانه. ولی اگر شاد باشد،دیگر فرقی نمی‌کند که جوان است یا پیر، راست‌قامت یا گوژپشت، ثروتمند یا فقیر؛ چنین کسی شادکام است و این او را بس.""""""",2,pos,0.13480534,0.11711128,0.7480834,2,pos
اینایی که نمیدونن#صدرامحقق رو برا چی گرفتن، فحش میدن یا دفاع میکنن ازش، هردو به یه میزان #احمق اند!,0,neg,0.9744941,0.0063142814,0.019191643,0,neg
با شروع فصل دوست داشتنت تغییر کردم هر روز و هر روز از درون بهاری شدم ،زیبا شدم ،با رفتنت هم عزیزم تغییر کردم هر روز و هر روز زرد و پژمرده شدم حتی زمستونم نشدم هیچ چیز زیبایی در من نیست ،نازیبا و تنهام . #خنگول,0,neg,0.57508504,0.095602006,0.329313,0,neg
تخت یک نفره پتوی یک نفره میز وتنها یک صندلی این ها لوازم خانگی نیستند... لوازم #تنهایی اند,0,neg,0.9735382,0.006211279,0.020250512,0,neg
بستن شدن در ها گرچه دلگیر است شیر پا در بند همچنان شیر است حمله حمله حمله حمله حمله #پرسپولیس_ قهرمان _ایران pic.twitter.com/SgOkTPMPGD,0,neg,0.81692094,0.039425306,0.14365382,0,neg
یه تماما خوشبخت و یه نسبتا بدبخت اون طرف :))))),2,pos,0.042927336,0.05885413,0.8982185,2,pos
دِ کیری‌ مقام، 3000 تا فالویینگ داری ، یعنی چی؟ ینی اینکه گدای فالوئری، کف کص بدبخت کم میاری از کیر‌ و خایه فالوئرای فیکت بالا نرو حرف بزن ، هرچند ،جوری گاییدمت که نای حرف زدن نداری,0,neg,0.94163656,0.011167205,0.047196183,0,neg
معرفي ميكنم پيشروي اصلاح تفكر عمومي بين دوستام @MJavadM1 pic.twitter.com/qVwmpn19nD,2,pos,0.08912807,0.0958752,0.8149967,1,med
خوردن #میوه در وعده #صبحانه باعث سرحالی و #شادابی بدن می‌شود و از #یبوست پیشگیری می‌کند @IRNASEMNAN pic.twitter.com/q0IijctLg4,2,pos,0.2070758,0.13827121,0.65465295,1,med
همانا ویرانی زمین بدلیل تنگدستی مردم است و تنگدستی مردم به دلیل غارت اموال آنها از طرف زمامدارانی است که به آینده حکومتشان اعتماد ندارند...! علی بن ابیطالب . #اعتصاب_کامیونداران,0,neg,0.583606,0.09579372,0.32060033,0,neg
سلیقه موسیقی رئیسم مثه منه سرویس کرده هرچی گوش میدم میگه بفرست فوبیای پلی کردن اهنگ گرفتم ،خوشتیپی احترامت واجب محبوببیتت سرجاش ولی دیگه گاییدی بکش بیرون آفرین,0,neg,0.70665556,0.062199127,0.23114534,0,neg
هدف از #چهارشنبه_سوری #شادی بوده ولی الان ما تبدیلش کردیم به #ترس,2,pos,0.15855628,0.11852456,0.72291917,0,neg
شما مولاعلی(ع) نیستی که سکوتت همیشه مصلحت آمیز باشه کاری کن قوه قضائیه! #سعید_طوسی #محمود_صادقی #شکایت_دارم,0,neg,0.7628188,0.048560254,0.18862091,0,neg
من اسم تمام اهداف و خواسته هامو، آرزو میذارم که وقتی بهشون رسیدم، کامروا محسوب شم.,2,pos,0.40242842,0.1359166,0.46165502,2,pos
از کل مجموع کشته شدگان زلزله اخیر تنها 2 نفر در مسکن مهر اتفاق افتاده است و اگر این مسکن ها نبود، آمار به بیش از دو برابر افزایش می یافت بعد #روزنامه_همدلی این وسط کل صفحه اولشو کرده مسکن مهر سلام #بیشعور,0,neg,0.971779,0.006319218,0.021901794,0,neg
وحشتناک گرمه,0,neg,0.4491371,0.12669826,0.4241647,0,neg
بچه هاشون چى؟ اى كاش بچه هاشون رو كه همه اقامت آمريكا دارن رو هم ديپورت كنه! #سيف #آقا_زاده #ترامپ,0,neg,0.9741692,0.00619707,0.01963375,0,neg
دمت گرم چی رو کردی ایول داری,2,pos,0.041456006,0.05833102,0.900213,2,pos
دوستم میگه ساعت ۳ نصف شب با کی قدم میزدی تو حیاط وی قبل ساعت دو بیهوش شده بوده خدا ب داد برسه جنم شبیه خودمه .... #داستان_ترسناک,0,neg,0.93547547,0.012052052,0.05247244,0,neg
هواخواه توام جانا و می‌دانم که می‌دانی که هم نادیده می‌بینی و هم ننوشته میخوانی . #حافظ,0,neg,0.6560029,0.073997125,0.27000004,2,pos
حرم امام رضا تو این دو روز به غایت خلوت بوده و اصلا #به_به #امامی_الرضا #شمس_الشموس,0,neg,0.77606654,0.04461759,0.17931585,2,pos
معلّم شریعتی :« انتظار، ایمان به آینده است و لازمه اش انکار حال. کسی که از حال خشنود است ، منتظر نیست. »,2,pos,0.41312882,0.13508119,0.45178995,2,pos
تو راس میگی عمویی، هر کی رفت طرف آمریکا باید بهش حمله کرد. تو خوبی. #عرزشی #یابو #داعش_وطنی,0,neg,0.9600747,0.008012958,0.031912245,0,neg
قمپز دانشمندی.. جیره خور و مزدور .. ایجاد ترس و تشویش اذهان عمومی.. چقدر آشناست این برچسبا... خوشا به سعادت اون مملکتی که قراره بیوفته دست شما.. شما هم داری خیلی خوب به وظیفه‌ت خوب عمل میکنی جَوون ..خدا قوت..؛),2,pos,0.34280866,0.14508386,0.5121075,2,pos
خوب که چی روز هزار دفعه این صحنه رو میشه تو خیابون‌ها دید #فارس_نیوز#بیناموس #دزد #دروغگو,0,neg,0.8445671,0.031540543,0.12389237,0,neg
یه دوستی دارم همیشه میگه یه خواستگار داشتم فلان بود، یه خواستگارم فلان بود امروز فهمیدم به دوس پسرایی ک داشته می‌گفته خواستگار و البته به کسایی ک بهش پیشنهاد میدادن,0,neg,0.67076904,0.070609294,0.2586217,0,neg
در عوض وقتی من شما را با چادر در حالیکه حس خوبی داری می بینم، احساس خوبی بهم دست می دهد که با انتخاب خودتان لباس می پوشید، و قدمهایم محکم تر می شود برای تلاش بیشتر در دستیابی به شرایط برابر با تو، در دستیابی حق انتخاب آزاد پوشش. #نه_به_حجاب_اجباری,2,pos,0.22065571,0.13672958,0.6426147,2,pos
دولت آبادی کمونیست طرفدار دیکتاتوری پرولتاریا بود قبلا الان‌ هم ماله کش بعد از دیکتاتوری مطلقه فقیه روزه هم میگیره میره سر سفره جلاد بیشرفی اگر‌ تعریفی داشته باشه دقیق ایشون مصداقش هستند,0,neg,0.946386,0.010356486,0.04325758,0,neg
بدترین صدا ؛صدای بسته شدن زیپ چمدون مسافرتی #دلگیر,0,neg,0.95756704,0.008333207,0.034099728,0,neg
دیدین بعضی باباها برای زن و بچه خودشون مثل سگن ولی به دیگران که میرسند خوش خنده، خوش سفر، خوش مشرب و دست دل باز میشوند عین رژیم ج.ا خودمون #IranRegimeChange #تجاوز_به_دانش‌آموزان #اعتراضات_سراسری,2,pos,0.41387597,0.13380983,0.4523142,2,pos
قهرمانی #رئال رو به آقا تبریک میگم و این جام رو تقدیم به ایشون میکنم که اگر حمایت های کلامی ایشان نبود دستیابی به این مهم میسر نمیشد.,2,pos,0.2059186,0.1336436,0.66043776,2,pos
جدا امروز به یک هموطن بحث که باید به افق سوئد روزه گرفت یا نه، میشه بیست ساعت. داشتم فکر میکردم چقدر اسیر پوستیم. انگار افتخار داره یک ماه بیست و دو ساعت گشنه بودن.... چقدر ساعت رو آدم بود تو این ماه جدا.,0,neg,0.7228301,0.058332462,0.21883744,0,neg
حال گریختن ازکشتی شکسته‌ی نظام هستند.دفترِ ایامِ کابوسِ ج اسلامی به صفحه‌ی آخر رسیده است. تصمیم‌سازانِ اصلی این پایان‌بندی، برخلاف شعارهای باسمه‌ایِ توهم‌زدگانِ چپ‌نما و سودجویان خارج‌نشینِ هواخواهِ ج اسلامی، نه «امت همیشه در صحنه‌ی ایران» و نه «امام غایب» هستند. موازنه‌ی قوا,0,neg,0.94314086,0.010912541,0.045946606,0,neg
مدتی رفتیم و او یکبار یاد ما نکرد #وحشی,0,neg,0.9729019,0.0060830177,0.02101515,0,neg
من نمیدونم درست دارم رپلای میکنم یا نه. اما با این وضعیتی که شما بدون تردید مطلعین هیچ مربی بزرگی به این خراب‌شده پا نمیذاره. هیچ مربی بزرگی به این کشور نمیاد. ورزش گره خورده به سیاست. بله کی‌روش جای نقد داره، اما نقدی که از تسویه حساب و تعصبات رنگی نشات گرفته نباشه,0,neg,0.94196224,0.011032937,0.047004886,0,neg
دلم برای تو تنگ است و این، محزون ترین اخبار شبانگاهیست... #عشق #دلتنگی #شعر,0,neg,0.9671181,0.0069111534,0.025970832,0,neg
. #دلتنگی,0,neg,0.9519991,0.0091082845,0.038892638,0,neg
#موهاش دریا بود #دنیامو زیبا کرد فهمید دیونه ام موهاشو کوتاه کرد. #بیشعور #عوضی #لجن,0,neg,0.9741328,0.006211316,0.019655954,0,neg
به امید خدا ک نت خونگیه دیگه سیمکارتی ک نیست احیانا :|,0,neg,0.9372468,0.011734471,0.051018745,0,neg
مسلمان کشی چه ایرادی داره مگه؟ تازه ثواب هم داره و امام زمان خییلی خشنود میشن از کشتن هر چه بیشتر مسلمانان فعلا ۵۰۰ هزارتا کشتن مخصوصا کودکان سوریه حضرت فرمودن هیچ چیز به اندازه فواره خون گلوی کودکان سوریه برایم لذت بخش نیست,0,neg,0.571263,0.098976165,0.32976082,0,neg
میدون مادر یکی هست شیر انبه بستنی و... قاطی کرده با هم هیولا اونو بزنی به اسمش دیگه فکر نمی کنی,0,neg,0.9616985,0.007785145,0.03051647,2,pos
تو بگیر ده تا بگیر دوازده تا اصلا یک گردان انشالله خوشبخت بشی,2,pos,0.07455764,0.080389544,0.84505284,2,pos
تو خوب تو مرد تو قهرمان ملي !,2,pos,0.041763477,0.058127496,0.900109,2,pos
من خودم اسطوره سر و صدا راه انداختنم وقتی مشکلی پیش میاد.حالا میدونین قسمت وحشتناکش چیه؟سر و صدا راه بندازی،دور و برتم پر مرد باشه،ولی چون هیچکی حوصله دردسر نداره خودش و قاطی نکنه،اونیم که داره اذیت میکنه ازین که کسی چیزی نمیگه ذوق زده تر بشه و به کارش ادامه بده!وضعیت تهوع آوریه,0,neg,0.97363144,0.0061745523,0.020193975,0,neg
سلام. عرض کردم که بدبینانه اس حرفم ولی واقعا کاش این درّ تو صدف بیشتر از #راشل_کوری مورد اشاره برادران! بود. و ایضا اینکه دوستدار شما هستم...,2,pos,0.231986,0.13800228,0.6300117,2,pos
نه ولي وقتي بچه ميبينه مامانش هراسان داره فرياد ميزنه ميترسه مادري كه خودش ترسيده چطور بچش رو با خنده آروم كنه؟,0,neg,0.95562947,0.008732665,0.03563793,0,neg
من خشمگینم ! مردم هم مثل من خشمگینند از : دیدن جوان هموطنم که کولبری میکند از دیدن بچه های کار که باید بجای درس خواندن کار کنند از دیدن شرمندگی پدران سرزمینم از دیدن جوانان مملکتم که بهترین سال های زندگی خود را هدر میدهند از دیدن این همه اختلاف طبقاتی /,0,neg,0.8895338,0.020161513,0.09030468,0,neg
یه جمعی از د‌وستان شاد، باجنبه و بامرام که دورهم جمع شدیم برای ترویج فرهنگ شادی، خنده، مثبت اندیشی ومحبت تو این زمونه‌ای که کمتر پیدا میشه متاسفانه! که برای ترویج اون هم از کلمه محبت‌آمیز #عزیزم استفاده میکنیم. امیدوارم توضیحی کاملی داده باشم #عزیزم https:// twitter.com/zamanshoar/sta tus/978354854816083969 …,2,pos,0.11098839,0.10454559,0.784466,2,pos
واقعیت اینه که نمیشه قیمت زمین و ارزش افزوده رو در جهت‌دهی معماری و متد ساختمان سازی نادیده گرفت. واسه همین این لفاظی‌ها بیشتر مزخرف گفتنه. تغییر سبک زندگی هم مسلما دستخوش همین عوامل اقتصادی و تلفیق فرهنگیه که نتیجتا نوع نیاز انسان امروز رو نسبت به اون افراد متفاوت میکنه.,0,neg,0.62063015,0.085517146,0.29385278,0,neg
و می‌شود از این‌هم خوب‌تر باشی؟ https:// twitter.com/snzzzzzzzzz/st atus/939205978016202752 …,2,pos,0.046260953,0.06204848,0.8916905,2,pos
"""جدیدترین پیامک های فلسفی – fovj جدیدترین پیامک های فلسفی جدیدترین پیامک های فلسفی",2,pos,0.11225483,0.10665952,0.7810856,1,med
فاطمه سعیدی : مطالبات مردم فقط اقتصادی نیست ، صدای مردم را بشنویم ، هم‌زبان باشیم چیزی ما را تهدید نمی‌کند https:// negaam.news/1397/02/22/344 869/ … pic.twitter.com/OTkhaJ7aOk,0,neg,0.5824077,0.09661252,0.3209797,2,pos
منم خیلی تصاویر توی ذهنمه که زمانش برام مشخص نیست اما قدیمی ارین اش جون سیاه ترین و وحشتناک ترینش هم هست، بخوبی یادمه کدومه,0,neg,0.9474565,0.010088098,0.042455442,0,neg
خیلی مخلصیم آقا جان❤❤❤❤,2,pos,0.050687425,0.064740136,0.8845724,2,pos
یکیشون که تو بغلم مرد یجورایی تراژدی بود:)) :((,0,neg,0.8787667,0.02605041,0.095182896,2,pos
دمت گرم حقوق هارو ریختن به حساب یا نه؟؟واسه من واریز نشده هنوز,0,neg,0.5466911,0.104530744,0.34877813,2,pos
وقتی پسرا از بچگی شوخیشون میشه انگشت کردن همدیگه تو مدرسه بی شک از هر مدرسه ای یه تعداد متجاوز و یه تعداد بیگناه ترسو بیرون میاد ! از ریشه مشکل داره داستان ... #MeToo,0,neg,0.9744762,0.0063844966,0.01913922,0,neg
یه دوست همه چی تموم دارم، پولدار و خوشگل و تحصیل کرده و بسیار خواستنی. بعد همین بشر همیشه در حال بدبیاری در رابطه و زندگیه. هر وقت خیلی حس بدبختی دارم اونو واسه خودم مثال می‌زنم می‌گم سارا جون کتف چپشم نیستی ولی اوضاعت ازش بهتره. اینجوریه که ادامه می‌دم.,0,neg,0.8083908,0.03970699,0.15190227,0,neg
دوستی می‌گفت: از خود ما رستم شدی آخر به ما دشمن شدی #ضربالمثلدری #لاشی,0,neg,0.97345924,0.0062134652,0.020327289,0,neg
دم در موقع رفتن، سیامک گفت فردا زنگ بزن بهم یادآوری کن بیام دریل کاری هارو انجام بدم برات، با خوشحالی داد زدم مرسی خدا جونم :)) #خوشی,2,pos,0.044497136,0.059574094,0.8959288,2,pos
تا حاظر نشید برای آزادی در کشته شدن پیش قدم بشید هیچ چیزی تغییر نمیکنه....صدتا 40 سال هم بگذره همینه..... #ترسو #بزدل,0,neg,0.97230554,0.0063402005,0.021354329,0,neg
راستي جان ادميزاد سيري چند؟ فصل حراج است اين فصل... #سارو_قهرمانی #سيناقنبری #سانچی_غرق‌_شد #معدن #پلاسکو #زلزله,0,neg,0.97044206,0.0065136985,0.023044283,0,neg
اگر #باران نبود کسی نمی دانست هوا #دلگیر است,0,neg,0.97401166,0.0061995755,0.01978885,0,neg
