section,text,ground_truth,base_pred,finetuned_pred,model,accuracy,precision_w,recall_w,f1_w,report
predictions,نامجو چقد عزیزه، چقد خوبه، چقد عالیه، چقد بلده، چقد من بگم این خوبه و کافی نباشه. لعنتی تو چقد خوبی اخه!! این “طلوع من” رو بازخونی کرده فقط سیگار میخواد چایی و هوای سرد سوزناک ! بشینی و بکشی و یخ کنی و گوش کنی و “حالا که هی میخوام شب و روز به هم دیگه دروغ بگن ساعتها هم دقیق شدن”,pos,neg,neg,,,,,,
predictions,مرا با وعده گندم فریبم دادی باغت آباد ... الوعده را تماما وفا نموده ای .,neg,neg,pos,,,,,,
predictions,هق,neg,neg,neg,,,,,,
predictions,از وقتی #هاشمی_رفسنجانی فوت کردند،مشکلات کامل ایران شروع شد.تازه معلوم نیست چطور ایشون فوت کردند.از وقتی #هاشمی_رفسنجانی فوت کردند،مشکلات کامل ایران شروع شد.تازه معلوم نیست چطور ایشون فوت کردند. #پلاسکو #سقوط_هواپيما #بیکاری #دروغ #گزارشگر #گزارشگر_منوتو,neg,neg,neg,,,,,,
predictions,هروقت شما اومدید هر دو اینهارا محکوم کردید ، من که از مریخ اومدم ، میفهمم منادیان صنعت حقوق حشر حسن نیت دارند.,neg,neg,neg,,,,,,
predictions,یک عمر به این بیشرفای حرومزاده بی عقل و هوسباز زن ستیز میدون دادیم و هیچی نگفتیم که روزگار ملت و ممملکتمون شده این! #بیشعور,neg,neg,neg,,,,,,
predictions,گذشت دیشب بود الان شادم ، دراین حد بی ثبات,pos,neg,pos,,,,,,
predictions,والا خودآگاه نیست هر کاری میکنم اشتباه تایپی عین شیطان بر سر توییتهای من چمبله زده هر چی بیشتر سعی میکنم درصد خطای تایپم بیشتر میشه شما بگذرید این یه مورد ر منم از این بعد نارسایی دارم حالا گاف هایی که در اثر این اشتباهات تایپی دادم ر دیگه نگم بهتره,neg,neg,neg,,,,,,
predictions,کاش بابا امشبم بیاد به خوابم! اون وقت میشه سه شب پشت سرهم خوابشو دیدم!خوابش آرامش بخشه!لطفا امشبم بیا #دلتنگ,neg,neg,neg,,,,,,
predictions,نگاهی به این مجلس بی بخار و ترسو کن واقعا فکر میکنی دوره بعد صادقی تایید صلاحیت میشه؟ شک نکنه رد صلاحیت میشه... #مجلس_دستچین_شده #مجلس_فرمایشی,neg,neg,neg,,,,,,
predictions,الان تو از جنگ شیعه سنی انتظار دست آورد داری؟ مگه برا مردم یمن میجنگن که انتظار دستاورد داری براشون,neg,neg,neg,,,,,,
predictions,#به_رغم_مدعیانی_که_منع_عشق_کنند جمال چهره تو حکم موجه ماست,neg,neg,neg,,,,,,
predictions,دمت گرم حرف دل منو زدی، اینا رسما مغازه زدن برای مردم بیچاره,pos,neg,pos,,,,,,
predictions,فی الواقع چیز لق امثال دولت آبادی دیوث. باز هم بگذارید نسبی گراهای ملوس بیایند و فحاشی به استاد را تقبیح کنند، خوشا چنین قباحت و دریدگی ای.,neg,neg,neg,,,,,,
predictions,#خامنه_اى_يك_حرامزاده_است,neg,neg,pos,,,,,,
predictions,شاهین داداش این ملت با گوگل بیگانه ست یکی ی چیزی میگه همه میگن هورا اینجوری میشه که ی آدم غیر سیاسی و علمی و صد البته مخالف رژیم آخوندی مثل دکتر فیروز نادری رو میشه با ی توییت و دو تا هشتگ خراب کرد و اینقد بهش فحش دادن که کم کم ناامید میشه از حمایت معنوی اپوزیسیون,neg,neg,neg,,,,,,
predictions,بپذیریم که ما به عنوان انسان حق داریم سلایق سیاسی متفاوتی داشته باشیم. اتحاد ما کلید پیروزی جنبشی است که آغاز شده است. #IranStrikes,pos,neg,pos,,,,,,
predictions,چه شب هايى كه با بچه هاى اروپايى دور هم نشستيم و حرف زديم و تا صبح بيدار مونديم. صميميت به اوج ميرسيد ولى فرداش انگار ديگه نميشناختنت. ابراهيم رو فقط نيم ساعت پشت دراى بسته ى يه جلسه ديدم و هنوز گاهى مسج ميده. ما شرقى ها عليرغم همه ى آشفتگى كشور و روانمون، گرمى خاصى داريم.,pos,neg,neg,,,,,,
predictions,به هر حال، مردم عزیز ایران همواره در حال انتخاب بین بد و بدتر بودند، سیستم فلسفی بد و بدتر در انتخابات که جواب داده و گروه کثیری رو همراه خودش کرده، با همان منطق بری جلو، حتما این هورا هم منطقی جلوه می کنه,neg,neg,neg,,,,,,
predictions,منم عاشق بچه ام خیلیااااا ولی شوهر دوست ندارم کاش میشد مریم مقدس وار بود ولی اونجوری الان باشیااااا ، مردم میگن حتما زدن بش در رفتن. تااازه شانسم نداریم بچمون عیسی طورم نیست ،بیاد به داد برسه،هعی.,pos,neg,neg,,,,,,
predictions,میتونست حتی مسلح شن من از کشته شدن اون یه نفر در جریان کازرون دفاع نمیکنم حرف من اینه که در همه جای دنیا پلیس یک کشور در قبال شهروند ها مصونیت قضایی داره و تمرد از دستور پلیس جرمه دیگه آتش زدن و لخت کردن و زیر گرفتن بماند,neg,neg,neg,,,,,,
predictions,عوضش سیزده به در سرحالی https:// twitter.com/mohandes_khast e/status/975852903545139206 …,pos,neg,pos,,,,,,
predictions,جناب شریعتمداری بهتر نیست درمورد حمید هیراد بنویسی و به هنرمند های داخلی بپردازی و کاری به کاراونور آبیا نداشته باشین؟ البته ابتذال بده خیلی بد دزدی که بد نیست میدونم #مبتذل,neg,neg,neg,,,,,,
predictions,"""۱۳۶۹/۰۱/۲۷ زاد روز یکی از بهترین های رپ فارسی... مرد تنها... علی سورنا"""" #سورنا #مرد_تنها #آوار #نگار #کویر""""""",pos,neg,neg,,,,,,
predictions,زنده باد دهه پنجاه هر حرکتی و تغییری هست با ما دهه پنجاه شرکع میشه https:// twitter.com/Mori_delbari_2 /status/1002231773668003841 …,pos,neg,pos,,,,,,
predictions,کاش یه دولتی بیاد اگه پول نفتمون رو خورد حداقل شادی رو قسطی بفروشه,neg,neg,neg,,,,,,
predictions,خود جمهوری اسلامی هم وسیله است برای دستیابی به قدرت و حکومت جهانی,neg,neg,pos,,,,,,
predictions,وقتی میگم فلان کارِت منو اذیت میکنه و باز و باز اون کار رو تکرار میکنی،اگه پفیوز نیستی پس چی هستی پدسّگ؟,neg,neg,neg,,,,,,
predictions,همین بلا بصورت پیام‌ برای من اتفاق افتاد نمیتونم توضیح بدم چقدر حس مزخرفی بود خصوصا که داماد‌ باهوش‌ متوفی پیام تشکر شرکت در مراسم عزاداری رو از زبان متوفی ‌ نوشته بود. خوش آمدی بمزارم‌ نموده‌ای یادم .بخوان تو سوره الحمد تا کنی شادم ‌ دوست عزیزم ممنون که در مراسمم‌ آمدی و....,neg,neg,pos,,,,,,
predictions,واسه درمان رفلکس چی پیشنهاد میکنید بیهوده ها؟,neg,neg,neg,,,,,,
predictions,نه ؛ مردنش به چه دردم میخوره ؛ اگه اخته کردن بود آره میارزید ؛ چون تو اعدام اون میمیره و راحت میشه و اینم منم ک باید با این زجر تا آخر عمر زندگی کنم ؛ البته آدم تا تو موقعیتش قرار نگیره واکنش واقعیش معلوم نمیشه,neg,neg,neg,,,,,,
predictions,لطفاً برنامه های جهت آگاهی بخشی به عموم مردم در مورد #نافرمانی_مدنی و #تحریم_خرید تولید کنید، ما اینجا هیچ تریبونی نداریم و همه جوره در خطر هستیم. شما صدای ایران آزاد باشید. سپاس از الطاف شما #IranStrikes #دومینوی_اعتصابات,pos,neg,neg,,,,,,
predictions,برداشتی اونوقت نه من ، که مردم جامعه قدردان و حامی تو خواهند بود. حسن آقا خمینی، وقتشه باور کنی مردم از خاتمی و میرحسین هم گذشته ن، وقتشه باور کنی کشتی ارزشمندی که جد شما ناخدای شایسته ای نبود براش، الان بدست نااهلانی ظالم به شکلی بدتر داره اداره میشه و اگر این ظلم نیست پس چیست؟!,neg,neg,neg,,,,,,
predictions,حرفش مصداق کلمه الحق یراد به الباطله. نتیجه چرتی گرفته اولا. ثانیا صاحب و مدیر مدرسه دقیقا هم فکر و هم عقیده زیباکلامه! نشون میده اتفاقا باید سختگیرتر بود.,neg,neg,neg,,,,,,
predictions,آدم های تند رو همیشه خطرناک اند...راستش غیر قابل اعتمادند... درست مثل اصرار به خونه دار کردن مردم بدون برنامه ریزی.. کی می دونه اگه مسکن مهر اصلا ساخته نشده بود الان چندین نفر از مردم زنده مونده بودن؟! #خیر_یا_شر #احمق #مسکن_مهر #مصیبت #زلزله #تلخ,neg,neg,neg,,,,,,
predictions,یه عکاس خبری هم داریم که معتقده در یک مراسم عمومی هرکی از چیزی عکس بگیره که اون هم گرفته، سوژه ایشون رو کپی کرده!!! #توهم,neg,neg,neg,,,,,,
predictions,"""نوشته """"برقع به لحاظ فلسفی قابل دفاع نیست"""". حالا منم قبول ندارم برقعو و با ترویجشم مخالفم و به دین بستنشم خلاف میدونم ولی... یعنی چی یه چیزی به لحاظ فلسفی قابل دفاع نیست؟ مثلا جوراب به لحاظ فلسفی قابل دفاعه؟ فلسفه مگه یه موجود مشخصه یا یه سری قواعد خاصه که بگیم فلانی باهاش مخالفه؟""",neg,neg,neg,,,,,,
predictions,همین الان با خواب شروع جنگ پاشدم حتی خوابش هم وحشت زده ام کرده,neg,neg,neg,,,,,,
predictions,فی الواقع خدا که فقط خدای آدم های خوب نیست، خدا، خدای زندانی و دزد و قاتل هم هست ما باید تلاش بکنیم برای اهلی کردن آدم ها، اهلی کردن یعنی ایجاد علاقه کردن فی الواقع خداوند اند مرام،اند معرفت و اند رفاقته... #مارمولک,pos,neg,pos,,,,,,
predictions,ساعت ۱۲:۳۰ شب تازه شروع کردن طبل زدن و عزاداری، خب من کیرم سر در خونه صاحب مجلس #عزاداری #محرم #طبل #بیشعور #الاغ #جاکش,neg,neg,neg,,,,,,
predictions,هنگام تنگدستی در عیش کوش و مستی که این کیمیای هستی، قارون کند گدا را #حافظ #مشاعره,med,neg,pos,,,,,,
predictions,هراس سر دژخیم قوه قضاییه از مجاهدین #IranRegimeChange #ایران #اعتصاب_سراسری #براندازم #قیام_سراسری #ایران_آزاد۹۷ #قیام_تا_سرنگونی pic.twitter.com/2rWO9GlUK7,neg,neg,neg,,,,,,
predictions,شما آخوندای مفت خور مخالف کمونیست هستید فقط بخاطر اینکه نشون میده مفت خور و بی مصرفید #اسلام #آخوند #مفتخور,neg,neg,neg,,,,,,
predictions,تنها برتری ما نسبت به نسلهای قبلی و بعدیمون اینه که هرروز که بخوایم میتونیم دوش بگیریم .قبلتر از ما حموم نبود،بعدتر از ما آب نیست #نسل_سوخته,neg,neg,neg,,,,,,
predictions,مگه میشه با داشتن همچین مادری اون یذره کسالت از بین نره . دختر انگشت پفکی خوبه خوبترم میشه اون امید و تو جشای تو میبینه و اون براش بهترین دارو و تقویت کنندس,pos,neg,pos,,,,,,
predictions,"""شبی حداقل یک دقیقه کتاب بخوانیم وقتی کسی جوان، زیبا، ثروتمند و مورد احترام است، می‌پرسیم که آیا شاد هم هست؟""""تا بدانیم که خوشبخت است یانه. ولی اگر شاد باشد،دیگر فرقی نمی‌کند که جوان است یا پیر، راست‌قامت یا گوژپشت، ثروتمند یا فقیر؛ چنین کسی شادکام است و این او را بس.""""""",pos,neg,pos,,,,,,
predictions,اینایی که نمیدونن#صدرامحقق رو برا چی گرفتن، فحش میدن یا دفاع میکنن ازش، هردو به یه میزان #احمق اند!,neg,neg,neg,,,,,,
predictions,با شروع فصل دوست داشتنت تغییر کردم هر روز و هر روز از درون بهاری شدم ،زیبا شدم ،با رفتنت هم عزیزم تغییر کردم هر روز و هر روز زرد و پژمرده شدم حتی زمستونم نشدم هیچ چیز زیبایی در من نیست ،نازیبا و تنهام . #خنگول,neg,neg,neg,,,,,,
predictions,تخت یک نفره پتوی یک نفره میز وتنها یک صندلی این ها لوازم خانگی نیستند... لوازم #تنهایی اند,neg,neg,neg,,,,,,
predictions,بستن شدن در ها گرچه دلگیر است شیر پا در بند همچنان شیر است حمله حمله حمله حمله حمله #پرسپولیس_ قهرمان _ایران pic.twitter.com/SgOkTPMPGD,neg,neg,neg,,,,,,
predictions,یه تماما خوشبخت و یه نسبتا بدبخت اون طرف :))))),pos,neg,pos,,,,,,
predictions,دِ کیری‌ مقام، 3000 تا فالویینگ داری ، یعنی چی؟ ینی اینکه گدای فالوئری، کف کص بدبخت کم میاری از کیر‌ و خایه فالوئرای فیکت بالا نرو حرف بزن ، هرچند ،جوری گاییدمت که نای حرف زدن نداری,neg,neg,neg,,,,,,
predictions,معرفي ميكنم پيشروي اصلاح تفكر عمومي بين دوستام @MJavadM1 pic.twitter.com/qVwmpn19nD,med,neg,pos,,,,,,
predictions,خوردن #میوه در وعده #صبحانه باعث سرحالی و #شادابی بدن می‌شود و از #یبوست پیشگیری می‌کند @IRNASEMNAN pic.twitter.com/q0IijctLg4,med,neg,pos,,,,,,
predictions,همانا ویرانی زمین بدلیل تنگدستی مردم است و تنگدستی مردم به دلیل غارت اموال آنها از طرف زمامدارانی است که به آینده حکومتشان اعتماد ندارند...! علی بن ابیطالب . #اعتصاب_کامیونداران,neg,neg,neg,,,,,,
predictions,سلیقه موسیقی رئیسم مثه منه سرویس کرده هرچی گوش میدم میگه بفرست فوبیای پلی کردن اهنگ گرفتم ،خوشتیپی احترامت واجب محبوببیتت سرجاش ولی دیگه گاییدی بکش بیرون آفرین,neg,neg,neg,,,,,,
predictions,هدف از #چهارشنبه_سوری #شادی بوده ولی الان ما تبدیلش کردیم به #ترس,neg,neg,pos,,,,,,
predictions,شما مولاعلی(ع) نیستی که سکوتت همیشه مصلحت آمیز باشه کاری کن قوه قضائیه! #سعید_طوسی #محمود_صادقی #شکایت_دارم,neg,neg,neg,,,,,,
predictions,من اسم تمام اهداف و خواسته هامو، آرزو میذارم که وقتی بهشون رسیدم، کامروا محسوب شم.,pos,neg,pos,,,,,,
predictions,از کل مجموع کشته شدگان زلزله اخیر تنها 2 نفر در مسکن مهر اتفاق افتاده است و اگر این مسکن ها نبود، آمار به بیش از دو برابر افزایش می یافت بعد #روزنامه_همدلی این وسط کل صفحه اولشو کرده مسکن مهر سلام #بیشعور,neg,neg,neg,,,,,,
predictions,وحشتناک گرمه,neg,neg,neg,,,,,,
predictions,بچه هاشون چى؟ اى كاش بچه هاشون رو كه همه اقامت آمريكا دارن رو هم ديپورت كنه! #سيف #آقا_زاده #ترامپ,neg,neg,neg,,,,,,
predictions,دمت گرم چی رو کردی ایول داری,pos,neg,pos,,,,,,
predictions,دوستم میگه ساعت ۳ نصف شب با کی قدم میزدی تو حیاط وی قبل ساعت دو بیهوش شده بوده خدا ب داد برسه جنم شبیه خودمه .... #داستان_ترسناک,neg,neg,neg,,,,,,
predictions,هواخواه توام جانا و می‌دانم که می‌دانی که هم نادیده می‌بینی و هم ننوشته میخوانی . #حافظ,pos,neg,neg,,,,,,
predictions,حرم امام رضا تو این دو روز به غایت خلوت بوده و اصلا #به_به #امامی_الرضا #شمس_الشموس,pos,neg,neg,,,,,,
predictions,معلّم شریعتی :« انتظار، ایمان به آینده است و لازمه اش انکار حال. کسی که از حال خشنود است ، منتظر نیست. »,pos,neg,pos,,,,,,
predictions,تو راس میگی عمویی، هر کی رفت طرف آمریکا باید بهش حمله کرد. تو خوبی. #عرزشی #یابو #داعش_وطنی,neg,neg,neg,,,,,,
predictions,قمپز دانشمندی.. جیره خور و مزدور .. ایجاد ترس و تشویش اذهان عمومی.. چقدر آشناست این برچسبا... خوشا به سعادت اون مملکتی که قراره بیوفته دست شما.. شما هم داری خیلی خوب به وظیفه‌ت خوب عمل میکنی جَوون ..خدا قوت..؛),pos,neg,pos,,,,,,
predictions,خوب که چی روز هزار دفعه این صحنه رو میشه تو خیابون‌ها دید #فارس_نیوز#بیناموس #دزد #دروغگو,neg,neg,neg,,,,,,
predictions,یه دوستی دارم همیشه میگه یه خواستگار داشتم فلان بود، یه خواستگارم فلان بود امروز فهمیدم به دوس پسرایی ک داشته می‌گفته خواستگار و البته به کسایی ک بهش پیشنهاد میدادن,neg,neg,neg,,,,,,
predictions,در عوض وقتی من شما را با چادر در حالیکه حس خوبی داری می بینم، احساس خوبی بهم دست می دهد که با انتخاب خودتان لباس می پوشید، و قدمهایم محکم تر می شود برای تلاش بیشتر در دستیابی به شرایط برابر با تو، در دستیابی حق انتخاب آزاد پوشش. #نه_به_حجاب_اجباری,pos,neg,pos,,,,,,
predictions,دولت آبادی کمونیست طرفدار دیکتاتوری پرولتاریا بود قبلا الان‌ هم ماله کش بعد از دیکتاتوری مطلقه فقیه روزه هم میگیره میره سر سفره جلاد بیشرفی اگر‌ تعریفی داشته باشه دقیق ایشون مصداقش هستند,neg,neg,neg,,,,,,
predictions,بدترین صدا ؛صدای بسته شدن زیپ چمدون مسافرتی #دلگیر,neg,neg,neg,,,,,,
predictions,دیدین بعضی باباها برای زن و بچه خودشون مثل سگن ولی به دیگران که میرسند خوش خنده، خوش سفر، خوش مشرب و دست دل باز میشوند عین رژیم ج.ا خودمون #IranRegimeChange #تجاوز_به_دانش‌آموزان #اعتراضات_سراسری,pos,neg,pos,,,,,,
predictions,قهرمانی #رئال رو به آقا تبریک میگم و این جام رو تقدیم به ایشون میکنم که اگر حمایت های کلامی ایشان نبود دستیابی به این مهم میسر نمیشد.,pos,neg,pos,,,,,,
predictions,جدا امروز به یک هموطن بحث که باید به افق سوئد روزه گرفت یا نه، میشه بیست ساعت. داشتم فکر میکردم چقدر اسیر پوستیم. انگار افتخار داره یک ماه بیست و دو ساعت گشنه بودن.... چقدر ساعت رو آدم بود تو این ماه جدا.,neg,neg,neg,,,,,,
predictions,حال گریختن ازکشتی شکسته‌ی نظام هستند.دفترِ ایامِ کابوسِ ج اسلامی به صفحه‌ی آخر رسیده است. تصمیم‌سازانِ اصلی این پایان‌بندی، برخلاف شعارهای باسمه‌ایِ توهم‌زدگانِ چپ‌نما و سودجویان خارج‌نشینِ هواخواهِ ج اسلامی، نه «امت همیشه در صحنه‌ی ایران» و نه «امام غایب» هستند. موازنه‌ی قوا,neg,neg,neg,,,,,,
predictions,مدتی رفتیم و او یکبار یاد ما نکرد #وحشی,neg,neg,neg,,,,,,
predictions,من نمیدونم درست دارم رپلای میکنم یا نه. اما با این وضعیتی که شما بدون تردید مطلعین هیچ مربی بزرگی به این خراب‌شده پا نمیذاره. هیچ مربی بزرگی به این کشور نمیاد. ورزش گره خورده به سیاست. بله کی‌روش جای نقد داره، اما نقدی که از تسویه حساب و تعصبات رنگی نشات گرفته نباشه,neg,neg,neg,,,,,,
predictions,دلم برای تو تنگ است و این، محزون ترین اخبار شبانگاهیست... #عشق #دلتنگی #شعر,neg,neg,neg,,,,,,
predictions,. #دلتنگی,neg,neg,neg,,,,,,
predictions,#موهاش دریا بود #دنیامو زیبا کرد فهمید دیونه ام موهاشو کوتاه کرد. #بیشعور #عوضی #لجن,neg,neg,neg,,,,,,
predictions,به امید خدا ک نت خونگیه دیگه سیمکارتی ک نیست احیانا :|,neg,neg,neg,,,,,,
predictions,مسلمان کشی چه ایرادی داره مگه؟ تازه ثواب هم داره و امام زمان خییلی خشنود میشن از کشتن هر چه بیشتر مسلمانان فعلا ۵۰۰ هزارتا کشتن مخصوصا کودکان سوریه حضرت فرمودن هیچ چیز به اندازه فواره خون گلوی کودکان سوریه برایم لذت بخش نیست,neg,neg,neg,,,,,,
predictions,میدون مادر یکی هست شیر انبه بستنی و... قاطی کرده با هم هیولا اونو بزنی به اسمش دیگه فکر نمی کنی,pos,neg,neg,,,,,,
predictions,تو بگیر ده تا بگیر دوازده تا اصلا یک گردان انشالله خوشبخت بشی,pos,neg,pos,,,,,,
predictions,تو خوب تو مرد تو قهرمان ملي !,pos,neg,pos,,,,,,
predictions,من خودم اسطوره سر و صدا راه انداختنم وقتی مشکلی پیش میاد.حالا میدونین قسمت وحشتناکش چیه؟سر و صدا راه بندازی،دور و برتم پر مرد باشه،ولی چون هیچکی حوصله دردسر نداره خودش و قاطی نکنه،اونیم که داره اذیت میکنه ازین که کسی چیزی نمیگه ذوق زده تر بشه و به کارش ادامه بده!وضعیت تهوع آوریه,neg,neg,neg,,,,,,
predictions,سلام. عرض کردم که بدبینانه اس حرفم ولی واقعا کاش این درّ تو صدف بیشتر از #راشل_کوری مورد اشاره برادران! بود. و ایضا اینکه دوستدار شما هستم...,pos,neg,pos,,,,,,
predictions,نه ولي وقتي بچه ميبينه مامانش هراسان داره فرياد ميزنه ميترسه مادري كه خودش ترسيده چطور بچش رو با خنده آروم كنه؟,neg,neg,neg,,,,,,
predictions,من خشمگینم ! مردم هم مثل من خشمگینند از : دیدن جوان هموطنم که کولبری میکند از دیدن بچه های کار که باید بجای درس خواندن کار کنند از دیدن شرمندگی پدران سرزمینم از دیدن جوانان مملکتم که بهترین سال های زندگی خود را هدر میدهند از دیدن این همه اختلاف طبقاتی /,neg,neg,neg,,,,,,
predictions,یه جمعی از د‌وستان شاد، باجنبه و بامرام که دورهم جمع شدیم برای ترویج فرهنگ شادی، خنده، مثبت اندیشی ومحبت تو این زمونه‌ای که کمتر پیدا میشه متاسفانه! که برای ترویج اون هم از کلمه محبت‌آمیز #عزیزم استفاده میکنیم. امیدوارم توضیحی کاملی داده باشم #عزیزم https:// twitter.com/zamanshoar/sta tus/978354854816083969 …,pos,neg,pos,,,,,,
predictions,واقعیت اینه که نمیشه قیمت زمین و ارزش افزوده رو در جهت‌دهی معماری و متد ساختمان سازی نادیده گرفت. واسه همین این لفاظی‌ها بیشتر مزخرف گفتنه. تغییر سبک زندگی هم مسلما دستخوش همین عوامل اقتصادی و تلفیق فرهنگیه که نتیجتا نوع نیاز انسان امروز رو نسبت به اون افراد متفاوت میکنه.,neg,neg,neg,,,,,,
predictions,و می‌شود از این‌هم خوب‌تر باشی؟ https:// twitter.com/snzzzzzzzzz/st atus/939205978016202752 …,pos,neg,pos,,,,,,
predictions,"""جدیدترین پیامک های فلسفی – fovj جدیدترین پیامک های فلسفی جدیدترین پیامک های فلسفی",med,neg,pos,,,,,,
predictions,فاطمه سعیدی : مطالبات مردم فقط اقتصادی نیست ، صدای مردم را بشنویم ، هم‌زبان باشیم چیزی ما را تهدید نمی‌کند https:// negaam.news/1397/02/22/344 869/ … pic.twitter.com/OTkhaJ7aOk,pos,neg,neg,,,,,,
predictions,منم خیلی تصاویر توی ذهنمه که زمانش برام مشخص نیست اما قدیمی ارین اش جون سیاه ترین و وحشتناک ترینش هم هست، بخوبی یادمه کدومه,neg,neg,neg,,,,,,
predictions,خیلی مخلصیم آقا جان❤❤❤❤,pos,neg,pos,,,,,,
predictions,یکیشون که تو بغلم مرد یجورایی تراژدی بود:)) :((,pos,neg,neg,,,,,,
predictions,دمت گرم حقوق هارو ریختن به حساب یا نه؟؟واسه من واریز نشده هنوز,pos,neg,neg,,,,,,
predictions,وقتی پسرا از بچگی شوخیشون میشه انگشت کردن همدیگه تو مدرسه بی شک از هر مدرسه ای یه تعداد متجاوز و یه تعداد بیگناه ترسو بیرون میاد ! از ریشه مشکل داره داستان ... #MeToo,neg,neg,neg,,,,,,
predictions,یه دوست همه چی تموم دارم، پولدار و خوشگل و تحصیل کرده و بسیار خواستنی. بعد همین بشر همیشه در حال بدبیاری در رابطه و زندگیه. هر وقت خیلی حس بدبختی دارم اونو واسه خودم مثال می‌زنم می‌گم سارا جون کتف چپشم نیستی ولی اوضاعت ازش بهتره. اینجوریه که ادامه می‌دم.,neg,neg,neg,,,,,,
predictions,دوستی می‌گفت: از خود ما رستم شدی آخر به ما دشمن شدی #ضربالمثلدری #لاشی,neg,neg,neg,,,,,,
predictions,دم در موقع رفتن، سیامک گفت فردا زنگ بزن بهم یادآوری کن بیام دریل کاری هارو انجام بدم برات، با خوشحالی داد زدم مرسی خدا جونم :)) #خوشی,pos,neg,pos,,,,,,
predictions,تا حاظر نشید برای آزادی در کشته شدن پیش قدم بشید هیچ چیزی تغییر نمیکنه....صدتا 40 سال هم بگذره همینه..... #ترسو #بزدل,neg,neg,neg,,,,,,
predictions,راستي جان ادميزاد سيري چند؟ فصل حراج است اين فصل... #سارو_قهرمانی #سيناقنبری #سانچی_غرق‌_شد #معدن #پلاسکو #زلزله,neg,neg,neg,,,,,,
predictions,اگر #باران نبود کسی نمی دانست هوا #دلگیر است,neg,neg,neg,,,,,,
predictions,چه با #شکوه #دولت #آخوند رفت و رفت و رفت تا #موزه #لندن,neg,neg,neg,,,,,,
predictions,سپاس از جناب نخست وزیر ⚘ #IranRegimeChange,pos,neg,pos,,,,,,
predictions,ماله کشان هرچه زودتر خوشحالمان کنید #دزد #آخوند,neg,neg,pos,,,,,,
predictions,قالیباف هم‌چنان دروغ‌ می‌گوید و توهین می‌کند. دزدی که فریاد دزد دزد سر می‌دهد. #مناظره_سوم #کثیف,neg,neg,neg,,,,,,
predictions,یه وضعیت روانی هست به اسم مسوفونیا. بعضیا بهش دچارن... من خودم از صدای جویدن و هورت کشیدن و خلال کردن دندون متنفرم و تا حد انفجار عصبانیم میکنه. ممکنه این باشه.,neg,neg,neg,,,,,,
predictions,وزیر خارجه آمریکا از دستیابی به رویکردی مشترک با اروپا در برابر ایران اطمینان داد http:// bit.ly/2GI1Mz9,med,neg,pos,,,,,,
predictions,همه یه جوری در گیر و گرفتار یه سری عقاید چند قرن پیش هستن,neg,neg,neg,,,,,,
predictions,ماهی بیچاره را آب آن چنان تازه نکرد.... آنچه کرد اندر دل وجان‌های مشتاقان صیام... گر چه نفست رستمی باشد مسلط بر دلت!! لرز بر وی افکند چون بر گل لرزان صیام... #مولانا #رمضان_الكريم,neg,neg,neg,,,,,,
predictions,از این پس بجای کلمه ی غریب #خانه_ملت ( #مجلس_نمایندگان ) باید #دار_المنافقین نامید. #مجلس_غربگرا #شفافیت_آراء_نمایندگان #فرجام_غربگرایی #شفافیت #شفافیت_آراء_مجلس #بی_غیرت #مفت_خور #نفوذ,neg,neg,neg,,,,,,
predictions,"""وقتی که مجروح و زخمی میشی باید درمانش کنی اگه نه چرک میکنه و هزار درد و مرض دیگه میاد سراغت. جامعه ی زجر کشیده ما مثل اون جراحتِ",neg,neg,neg,,,,,,
predictions,چه درختای سرحالی ، کاملا مشخصه که خاکش شور نیست، برعکس حیاط خونه ی ما.,pos,neg,neg,,,,,,
predictions,بفرما تا تيشرت از كمد در اوردم طوفان شد نخواستيم بابا #هوا #طوفان #شانس #بارون #شيت_به_زندگي #سگ_توهوا,neg,neg,neg,,,,,,
predictions,بعنوان یه کتابدار و دیدگاه کتابداری .واقعا به کتابخوانی خیلی کم لطفی میشه,neg,neg,pos,,,,,,
predictions,#زندگي يعني... مداد #استدلر ، دفترچه يادداشت با #كاغذكاهي ، و بوي كتاب هاي #قديمي .... #حال_خوش,pos,neg,neg,,,,,,
predictions,یه تپه الان هست که اسمش نریده‌س نزدیکای پارچین و صنایع موشکیه انگار حالا اگه اونجا سالم موند ایشالا حتما قبول میکنم,pos,neg,neg,,,,,,
predictions,#بیشعور,neg,neg,neg,,,,,,
predictions,تنها حس من به شما تنفر به شما #احمق,neg,neg,neg,,,,,,
predictions,شادم ، كه ز شاديِ جهان آزادم! #مولانا,pos,neg,pos,,,,,,
predictions,خبر دارید اینستاگرامم فیلتر شده یا ن,med,neg,neg,,,,,,
predictions,چه جالب كه كل مشكلات مملكت ما تو فيلتر كردن يا نكردن تلگرام داره جلو ميره تا كي جهل و ناداني پيشه ميكنيد ملت يكم بخودتون بيايين و براي سرافرازي اين انقلاب و نظام قدمي برداريد،انكسي هم كه كشور را ترك كرد لياقت موندن تو كشورمونو نداشته اگه داشت ميموند و خدمت ميكرد به انقلابمون.,neg,neg,neg,,,,,,
