text,label
#روحانی و #جهانگیری با هم آمدند. #هاشمی_طبا میگوید به روحانی رای میدهد. سوای نتیجه ی #انتخابات96 ، این خود یک #پیروزی است.,2
یا برای متجاوزین هورا کشیدیم .این کوتاهی است؟ این کوتاهی است که برای دزد و قاتل و اسید پاش رای جمع شد؟ شدند قهرمان و ناجی؟,0
از یکی میپرسن دلیل اصلی طلاق چیه؟ میگه : ازدواج این قضیه،کارمندای عزیر رو هم شامل میشه. _واسه چی میاید سرِ کار ؟ _که بریم #خر #ابله #بیشعور,0
اقای جهرمی به دهدمون برس درسامونو گذاشتن تلگرام نت نداریم دان‌کنیم استفاده کنیم چیکار‌کنیم تا یه ماه ۴ دفعه اینترنت خریدن بخدا خدارم خوش نمیاد,0
"""ته تموم جملاتمون تو چت كردن بايد يه عزيزم"""" ميبود""""""",2
جناب وزیر جواب میشه یه فکری به حال سرعت اینترنت هامون بکنید,0
نقشه و طرح مبارزه با کرونا,1
"جواد تو‌جیب مارا نزن.... گفتی 100 کیک به مصرف کننده های مخابرات میدی که بمونند خونه
دقیقا از طهر امروز ک اعلام شد ما دیکه نت نداریم 
جواااااد🧐",0
عدالت از نظر نکبت ها یعنی پول پولدار ها رو بگیری بین فقیرها و بیکارها و کون گشادها پخش کنی تابلکه راضی و خشنود بشن,0
لطفاً به سوال بنده پاسخ بدید . از یک طرف مخابرات ۱۰۰ گیگ اینترنت هدیه داده از اون ور سرعت نت در حد دیال آپ هست . آقا اینکه شما به یه نفر هزار تومان هدیه بدی بعد از جیبش ده هزار تومان دزدی کنی که نمیشه هدیه . من و میلیونها کاربر دیگه الان بسته اینترنتی این ماهشون  بلااستفاده مونده . اصلا ده روز هست نت درستی نداریم . مجبور شدم یه بسته ده کیگ ایرانسل تهیه کنم که در کمال ناباوری بعد از یک روز استفاده که دانلود هم نداشتم پیام اومد که شما هشتاد درصد از حجم بسته رو استفاده کردید . آقا از جیب مردم دزدی نکنید هدیه لازم نیست بدید . این چه وضعشه !؟,0
Agahye jahrami aziz sorat dan internet haie rightel alan 200kb e shoma tavanai residegi darid residegi konid,0
سلام مگه قرار نشدبه دانش اموزان هم اینترنت رایگان بدن.واقعاهرروزچقدربایدبرای درس بچه هامون هزینه اینترنت کنیم,0
تقریبا میشه گفت یك هفتس اینترنت مخابرات مشهد قطعه و یا همش قطع میشه ، خواهشا یه فكری براش بكنین از زمانی كه صد گیگ رو اضافه كردید مخابرات مشهد همش سراسری قطعه,0
بعضیا این و میبینن فکر میکنن کل چین تعطیل شده. این یه شهره که همه مغازه هاشم بازه و مردم برای خرید کردن فقط بیرون میرن. و کسیم مسافرت نمیره.,2
آقای جهرمی وزیر محترم سلام . ما در پاوه مشکل تلویزیون دیجیتال داریم در طول سال چندین و چند بار به مدت 10 روز و 20 روز قط میشه و کسی هم نه در سطح شهرستان و نه در سطح استان جوابگو نیست . ممنون میشم پیگیر بشین یکم از پرتاب ماهواره و غیره بیان بیرون یه سری به خونه مردم فقیر و بی امکانات  بزنید که تمام امیدشون شده تلویزیون توی این وضعیت قرنطینه .,0
از یه طرف مدرسه ها با برنامه ایتا فعالن.بعد ایتا دیگع کد نمیده. این دیگه چیه.؟,0
@azarijahromi بعد از 1 ماه دستو پنجه نرم کردن با شرکت فن آوا برای نصب اولیه ، منصرف شدم و از ثبت نام انصراف دادم ، حدود 2 هفته برای جمع آوری سرویس معطلم کردن و هربار ک با پشتیبانی تماس میگرفتم میگفتن که پیگیری میکنیم و ... بالاخره بعد از 6 بار شکایت از طریق سامانه 195 و n بار تماس گرفتن با پشتیبانی ، بطور کامل جمع اوری کردن !! بعد از جمع آوری تماس گرفتن و با وقاحت تمام گفتن ک هزینه اینترنتو عودت نمیدیم !! الانم یه هفته میشه که از طریق سامانه 195 بخاطر عدم عودت وجه شکایت کردیم و هیچکسی جوابگو نیست !! امیدوارم دوستانی که از سرویس مودم adsl استفاده میکنن پیام منو بخونن و این شرکت دزد و بی دروپیکر ( فن آوا) رو بشناسن و مثل من گول بسته های اینترنتیشون رو نخورن!! متاسفانه هیچ مسئولی و هیچ سامانه ای جوابگو و پیگیر همچین مشکلاتی نیست و شرکتهای سرویس دهنده (غیر از مخابرات) هرکاری ک دلشون بخواد با مشترکین انجام میدن !! #فن_آوا #دزد_بی_دروپیکر,0
توهمی به نام زمان...ادعاهای زیادی مثل هفت دقیقه تا تلاویو... و حالا هم دوازده دقیقه تا کل خاورمیانه بون آمریکاییها!!! مطمن هستم کسی که این حرف رو زده اگه خودش حرف خودش رو گوش بده، اونوقت باید ساقیش رو عوض کنه...! عمو جان کلاهتو بچسب باد نبره.. #توهم #تحری,0
یکی بگه چجوریه رییس جمهور و نمایندگان مجلس و وزیر مملکت تو قرنطینه هستند و کارمندها باید برن سرکار در حالیکه بچه ها باید درخانه باشند مادران شاغل چه باید بکنند,0
وزیر! این چه زیر ساختیه که من وسط تهران تو خونم نشستم و خونم انتن موبایل نداره 😐,0
پس اونایی که پشت سر دارن میوه میخرن کیان🤔,1
خاک کف پاتم رهبرم,2
مرشد و مارگریتا تموم شد. بهترین کتابی بود که تو عمرم خوندم. دلم برا کارکتراش تنگ شده.... #زهرمار,0
سلام جناب اقای اذری جهرمی وزیر محترم ارتباطات.این همه حرف از امنیت زدید چه شد؟جاسوسی مارو کردید عب نداره ولی حالا که اطلاعات شخصی ما 42میلیون نفر ایرانی که درز پیدا کرده رو کی میده؟عکس ها ایدی و شماره ما در بازار سیاه خرید و فروش میشه بخاطر منافع شما.امنیت مارو تلگرام تضمین کرد شما چه کردید؟حالا بگردید ببینید سامانه شکار تحت نظارت کجاست مرسی از امنیت سامانتون,0
رییس پلیس مبارزه با مواد مخدر:بعد از #برجام هیچ چیز به غیر از سگ به دستمان نرسیده... #روحانی_مچکریم #برجام #سگ #پسا_برجام #,0
همزبان عزیز چطور به خاطر چاپ تقویم ترکی زندانی شدیم قلبت به درد نیومد ولی با دیدن چند عکس جعلی و خوندن چند تویتت مغلوط یقه میگیری؟! ندن آلیشمادین کرد استاندار ژورنالیستلری باش کسمگه تهدید ائدنده؟! #بهنام_نورمحمدی,0
دکتر ناموسا  یکم  ولوم  اینترنت و ببر بالا  جواب نمیده  تو قرنطینه ها  میرم بیرونااااا از ما گفتن,1
جناب وزیر شما میگید قرنطینه شید خو حداقل سرعت نت را درست کنید,0
کرونا خریدهای اینترنتی رو افزایش داده ایرانسل هم یک گیگ نت رو میده نه هزار تومن  سه گیگ رو میده شانزده و پونصد،صد گیگ برای نت ای دی اس ال در نظر گرفتی  کوفتم برا نت همراه در نظر نگرفتی ...اپراتورهاتم که  سر گردنه هستن...یکم نظارتم خوب چیزیه که شما نداری،بجای پهپاد هوا کردن یکم نظارت کن وزیر ،آنتن سیار که برا خودت اینور اونور میبری برا مردم هم یکم تخفیف در نظر بگیری بد نیس,0
مخابرات اراک همچنان فعال نکرده.....رسما دزدی میکنن این دیوس های حرام زاده.....مرگ بر مخابرات اراک.....هیچکسم رسیدگی نمیکنه,0
مخابرات خیلی کم فروشی میکنه. لطفا پیگیری کنید,0
دکتر جون سلام اینترنت رایگان دیگه نمیدین؟؟؟؟توروخدا یه کاری بکنید خیلی سرعت کمه...,1
وقتی امثال طوسی آزاد میشن باید منتظر تکرار همچین تراژدی هایی باشیم,0
ولی جدی تو راهه مدرسه ما هم یکی بود خیلی ترسناک بود تا کوچه خلوت کیرشو در میاورد نشون بچه ها میداد ، تازه پاپیونم میبست,0
وای با این اوضاع کرونا سیل چیه دیگه😢,0
طرف وعده داده سایه جنگ از کشور دور کنه اما یا نمیدونه یا جاهلانه داره جلوی صهیونیست ها کوتاه میاد تا اونا جای پا محکم کنند تنها دلخوشی رای دهنده های #روحانی همین بود ک اونم داره زیر پا میذاره #بزدل #انتقام_بگیرید,0
یه بار هم تو ماه رمضون یه جوونی آشفته و سراسیمه میرحبیب رو پیدا می‌کنه و می‌گه شیخ یه سوال حیاتی، پدر پیرم روزه‌س و سر زمین از فرط گرما و تشنگی داره می‌میره، منو فرستاد که از شما بپرسم که می‌تونه آب بخوره یا نه؟ ...,0
داره میگه الکل اگه مست کننده باشه نجس هم هست.چون بعضی الکل ها مست کننده نیستن.ولی اتانول مست کنندس.  جمله دوم داره میگه اگه الکل در اول  جامد یا شیمیایی باشه نجس نیست.  در جمله سوم،بر جمله  دوم تاکید میکنه و میگه اگه ندونی نوع الکل چیه.نجس هه یا نه.اگه شک داری،برای تو پاک هست.حتی اگه در واقعیت نجس باشه چون نمیدونی اشکال نداره,1
اینترنت رایگان کلاس های آنلاین دانشگاه چی شد؟,1
اقای جهرمی تلگرام و واتساپ و امثالهم همش اپدیت میدن، بعد ایتا ۱۶ ساعته که قطعه، ما هیچ و ما نگاه 😅🇮🇷,0
نت‌ مرکز امامت داغونه و هیچکس جوابگو نیست,1
عشق یعنی شب با فکرش بخوابی صبح به یادش بیدار شی.... و درد آنجاست که... به این فکر میکنی آیا اوهم به تو فکر میکند؟ آیا به یادت هست. حتی اگر ذهنیتش هنوز نسبت به تو منفی باشد,0
اقای وزیر.اگه کرونا مارو نکشه وضعیت اینترنت مخابرات خراسان رضوی مارو دق میده میکشه‌.از ۲۴ساعت ۲۰ ساعتش قطع.همونی هم که وصل سرعت افتضاح.رسیدگی کنین,0
خواهش میکنم آقای جهرمی یه فکری برای اینترنت همراه بکنید🙏🙏,1
اخه ایران که باداشتن حسن روحانی از کرونا گرفتن بدتره ولی عمو جغد شاخ داری بی شرف تراز روحانی توهستی امار امریکا چطوره پلشت ایران تو این تحریم داره از بهترین کشورا که یکیشم امریکاس بهتر با این بیماری مقابله میکنه تو پست فطرت که خودت به دختر مردم تجاوز کردی چرا یی باره پرده اخر خود پلشت بی پدرتو نمیسازی چی شد به دختر مردم تجاوز کردی تواخه میای برا مردم دست یی مشت پلشتو رو کنی درصورتی که خودت هم کثافت تری هم نجس تر تو گوه میخوری وقتی جلو شهوتتو نمیگیری میای از شهوت رانی بقیه میگی تواگر قدرت داشتی که به مادر خودتم رحم نمیکردی نجاست دوروغ گو مزدور,0
سرزمینش آسمون آسمون‌های بلند #کامیاب,2
خب آقای جهرمی چرااین سرعتو همیشگی نمیکنید؟؟چرافقط برااین روزا؟؟چراهمیشه نه؟؟برام جای سواله,0
اقای جهرمی به داد پیام رسان خوب ایتا برسید چی میشه حمایت بکنید از پر مخاطبترین پیام رسان ایرانی @azarijahromi,0
حاجی زیر ساخت مخابرات ایراد داره چیکار کنیم,1
سرعت نت مخابرات شهرستان سبزوار افتضاح شده!,0
اینترنت خط ها خیلی بده یه کاری کنید لطفا,0
اقای جهرمی فکری به حال نت همراه کنین معلوم نیست میدوزدن هر ۴ روز یه ۶ گیگ تو این اوضاع باید بخریم با این قیمتای نجومی ک رو بسته ها گذاشتن ، بخدا فقط هم چن ساعت در روز. انلاینیم,0
نظرم اينه شغلتون رو به گويندگي اخبار تغيير بديد چون فقط اخبار ميگيد كار خاصي در سمت وزارت از شما نديديم چطوره حالا كه همه قرنطينه هستن از پهباد واسه خدمات استفاده كنيد يا از لباس فضانوردي جهت محافظت؟؟,0
زنده باد اسلام مرگ به راموس ! خلاصه سر از دیشب بیل نصف انگلستانه و راموس نصف انگلیسه و کل مسلمان های عربه دشمن خود ساخت. شک داری برو ده مصر بگو مه علاقمند راموس هستم,0
آقای جهرمی تو رو خدا یه فکری واسه ما دانش اموزا بکنید پولمون تموم شد از بس بسته اینترنتی خریدیم😭😟,0
"""همه درشغل شریف آدم‌فروشی، پرونده سازی، دغل کاری، دروغ پردازی و نوکری دستگاه قدرت مشغول شدند. """"دو روز دیگه هم مثل باقی دوستان پرونده ساز یک اظهار پشیمانی ضمنی میکنند و به آغوش باز جامعه بازخواند گشت."""" https:// twitter.com/solmazazhdari/ status/987992496188801024 …""",0
الان خیلی نزدیکیاااااا یا پنش تن تو سگ سانان و گربه سانان فقط از بچه گربه نمی‌ترسم خیلی دل و جرات داری وژدانن,0
به قبر پدرتون،توی این موقعیت مخابرات باید موبایل مردم رو قطع کنه،پس غلط میکنن میگن قبضا دیر شد اشکالی نداره،پریشب تاحالا قطع کردن نتونستم احوال پدر پیرمو بگیرم😔😔😔,0
والا کراهت داره نامزد دارین بعد از این حرفا میزنین این بود ارمان های امام (ره),0
بوشهر باید 0باشه من شیراز باید 10باشم,1
من تصورم از اين ادويه جات و شيرچايي برام بدمزه ست ترجيح مى دم صد تا مقاله از دلار ازت بخونم (فرارررررر),0
آقای جهرمی این چه وضعه سرعت اینترنته آخه؟؟؟,0
درتاریخ یک کشور،روزهایی هست که هیچ نام و نشانی در تقویم رسمی ندارند اما برای همیشه ماندگار میمانند. روزهایی هست که نقطه عطف تاریخ یک کشورست و برای یک ملت میشود نماد امید،پیروزی،صعود، سرافرازی و لبخند. روزهایی هست که هر چه کنی پاک نمیشود از حافظه تاریخی یک ملت. مثل امروز #دوم_خرداد,2
Beshe k b fekr internet khat ha hm bashid😒albate age zahmati nis khaste nemishin,0
سلام جناب جهرمی . من متاهلم و یه بچه کوچک دارم . راننده اسنپ بودم و الان دیگه اسنپی نیست . یا از رئیس جمهور بخواید یه فکری به حال ما کنه یا از اسنپ بخواید دو تومن وام بده حداقل از گشنگی نمیریم . الان پنجاه روزه هزار تومن درامد نداریم از خانواده هم قرض کردیم دیگه نمیدن بهمون . یا دستور بدین یه سم موشی چیزی بدن ما بخوریم راحت شیم یا فکری به حالمون کنین . بخدا دیگه بریدیم. @azarijahromi  @drivers.snappi,0
نمیتوانم غصه بخورم... http:// 3berkekashib.niloblog.com/p/95/?utm_sour ce=dlvr.it&utm_medium=twitter …,1
نرو نرو! به اون خرگوش بدبخت فکر کن، که توی اون شکاف، تو اون شرایط طاقت فرسا ، در انتظار این هست که بری نجاتش بدی!,0
مخابرات کردستان شیپ سه شرکت رو باز گذاشته و برای بقیه اف سی پی ها این کارو انجام نداده و سرعت فاجعه بار شده ، اگر زیرساختش رو ندارید چرا اینکار رو میکنید برای شو اف و تبلیغات خودت ؟ سرعت نت پیشگامان داغون شده توی کردستان چون مخابرات شیپ مسیر هاشو باز نمیزاره و برای بقیه باز گذاشته و الان میگه ظرفیت ندارم,0
شاشیدم به این پهنای باند و افکارتون ، سرعت اینترنت مخابرات نود درصد افت کرده میفهمی یعنی چی ؟ ما اگه نخواهیم صد گیگ مفت بگیریم کیو باید ببینیم,0
دکتر عزیز. توی همه جای دنیا بسته های حمایتی رایگان به شهروندان دز زمان شیوع بیماری دادند ولی اینجا یه بسته 100 گیگا بایتی اینترنت دادن و براش تاریخ مصرف گذاشتن. اتفاقا دانشجوها و اساتید دانشگاه به خاطر مجازی شدن دروس دانشگاهی الان به این بسته احتیاج دارند نه اول عید برای دانلود فیلم.,1
دودره باز باش تا کامروا شوی,2
"پراید مدل ۸۵ گاز سوز بیمه بدنه و ثالث داره 
رنگ بژ 
سه تیکه جلو تعویض 
تک استارت روشن میشه 
موقعیت تهران
09210790093",1
دوباره شب که میرسد پر از ستاره میشوم دوباره واژنای خیس پر از شراره میشوم #حال_خوب,2
یه وقتایی ادم میخواد فقط؛ دوستش داشته باشن مهم باشه واسه کسی اخ که این وقتا اوج دلتنگی و دلگیریه چقد بد شدیم ماااا #تنهایی,0
سلام جواد جون نتونستی مخابرات ایران رو سروسامان بدی عزیزم,0
اینترنت مخابرات کله قطعه زنگ میزنیم میگن بخاطر صدگیگه رایگانس. دارن دانلود میککن اینطوریه. دوما  اگر تلگرام همه مردم با فیلترشکن دسترسی دارن مس جرا رفع فیلتر نمیشه توی این وضعیت برا اطلاع رسانی ها,0
اقای جهرمی برای اعتراض ب وضع اموزش مجازی  دانشگاه ها باید ب کدوم وزیر شکایت ببریم ؟!؟!؟ لطفا میشه جواب بدین؟!!!!,0
سلام تورو خدا اینترنت نامحدود خانگی رو برگردونید,1
یه بار #رائفی‌پور گفت هر کشوری بیاد مارو بزنه ما میریم اسرائیل رو میزینیم، خب الان خود اسرائیل زده ناکاراتون کرده و سربازهاتون رو هم کشته شما ولی رفتید تو کون #قایم‌سلیمانی قایم شدید و از ترس هم اخبار رو تکذیب میکنید.,0
"جناب اقای اذری  جهرمی  جالبه وقتی با ایرانسل ۴۰۳۰ رو میگیری هزینه مکالمه کم میکنه  واقعا جای تاسف داره 
@irancell",0
دمت گرم مهناز,2
امروز اتفاقایی افتاد که مطمئن شدم که با این فقر فرهنگی که تو جامعه ما موج میزنه تا ۱۰۰ سال دیگه هم طعم زندگی رو تو کشورمون نمیچشیم.,0
تو این وضعیت کرونا این چه حرکتی بود 😐😐,0
نه همزبان درد آگاهي... كه ناله اي خرد با آهي واي از اين بي درديها خدايا ﴿با نوای استاد شجریان خوانده شود﴾,0
با سلام واحترام سخنگوی وزارت بهداشت فرمودند توی تلویزیون که درقم وگیلان کرونا کم شده خیلی ها زدند دوباره به مسافرت... باید دولت فرهنگ سازی کند واعلام نمایید هرکسی از استان خودش به استان دیگر برود جریمه میشود باید بخشنامه کنند که وام را تا چهارماه ندهند باید دولت بخشنامه کند که چکها تا سه ماه قابل وصول نیستند چون مغازه داران ضعیف به تجار قم وتهران وبرنج فروشان گیلان ومازندران بدهکار هستندچون بدهی دارندراضی نمیشوند مغازه خود را ببندند باید بستن مغازه ها از طریق وزارت کشور به تمام استانداریها ابلاغ شود باید اداره اماکن درتمام شهرها با همکاری اداره تعزیرات واداره اطلاعات واداره صنعت ومعدن واستانداریها گروه ناظر بر بستن بازار وتردد شهرها تشکیل بدهند اگر نیرو کم است از ارتش از سپاه پاسداران در شهرها درخواست کمک کنند این خود یک جهاد است,1
اقای اذری جهرمی ما گیمرا بدبختیم خداشاهده الاان شما اینترنت رایگان میدی به مردم اینترنت سرعتش میاد پایین و باعث لگ و پینگ بالا میشه لطفا کاری کن واس پینگ داخلی چرا من باید توی بازی ایرانی مثل زولا پینگم 110 باشه اخه ایرانیه ایرانی ی سوال دیگ هم دارم چین 5G بست ما چرا منطقمون هنوز 4G نمیده؟؟؟ همراه اول رو درست کنید ی دکلی چیزی تو بزرگ راه اهواز اندیمشک بزارید حداقل,0
کلی هزینه اینترنت میکنیم بعد کلا پارازیت هس و ضعیفه کاملا,0
چرا رامبد دیع حرف نمیزنه!من تنها تفریحم تو قرنطینه گوش دادن اون بود ، اونم ازمون گرفتید😢💔😒,0
سرعت اینترنت همراه به شدت افتضاحه،ساعت دو شب ی فیلم زدم دانلود بشه الان شیش صبحه تازه ۸۰ درصد دانلود شده،جان عزیزاتون رسیدگی کنید به والله حرومه این پولی که به عنوان بسته اینترنتی از مردم میگیرید این شرایط و امکانات رو در اختیارمون میذارید,0
خط من چرا قطع شده حاجی؟ مگر قرار نبود تا پایان کرونا خطها قطع نشن؟,0
جا این چرتو پرتا اینترنت کسشعرو درست کنید از کرونا نمیرم از این نت تخمی سکته میکنم میمیرم😑😑😑😑😑😑😑😑😑😑😑😑,0
وزیر عزیز گویا اینترنت هم دست شما نیس چون اون رو هم با ستاد مبارزه با کرونا باید هماهنگ کنید. لطفا بگید چی دست شماس ما اندازه اون از شما توقع داشته باشیم...... بازگشت تلگرامم که ارزوس گویا دست خدا هم دیگه نیس...,0
جناب جهرمی برای اهواز هم هست؟ مخصوص خطوط فیبر نوری؟,1
رفتی و از فراق تو از پا درآمدم باز آ که جز تو هیچکسم دستگیر نیست #وحشی,0
شیراز بلوار نصر شرقی. ایرانسل. درست نشد با بچه های محل میزنیم میریم شمال,0
پس ما که میریم اداره و مجبوریم ارتباطات اینترنتی رو برقرار کنیم که مردم توی خونه بمونن یا کارشون زود راه بیوفته با ماهی دو میلیون حقوق و چهارده سال سابقه خدمت اگه کرونا بگیریم کی جوابگوئه؟ با عبوری میایم و میریم خدا میدونه بین راه چندتا کرونایی بغل دستمون میشینه ماسک هم که نداریم پس بفرما ما برگ چغندریم و هیچ خدمت نمیکنیم؟ والا سپاه ، مخابرات رو بلعید و ما جوانان شرکتی مخابرات رو بیچاره کرد عمر و جوانی ما رو تباه کرد خدا لعنتشون کنه,0
حاجی این مخابرات همیشه وضعش خرابه با این 100 گیگی هم که دادید استفاده ها بیشتر میشه کلن خراب میشه.سرعت 8 مگ سرویس گرفتم با سرعت کمتر از 512 کیلوبایت دانلود میکردم با این وضع جدیدم شده 50 کیلوبایت.یه چاره ای واس این وضع مخابرات بکنید هیچ کاری نمیشه کرد.حالا بیا دایرکت یه عکس هم با 20 کیلوبایت میفرستم برات حال کنی😒😂,0
اقای جهرمی خسته نباشید ، خواهش میکنم حجم رایگان اینترنت adsl رو تمدید کنید ؛ دانشگاه برای ما کلاس مجازی گذاشته ولی حجم اینترنت تموم شده و با بسته های اپراتور سیم کارت ، اصلا صرف نمیکنه ؛,0
#مردم مشکلات بزرگتری از #إسرائيل و #امریکا دارن ازجمله: #فقر #بدبختی #فساد #ظلم,0
گوه زیادی نخور تو خودت به فلسطینی مظلوم ظلم می کنی بعد مردم ایران را امید میدهی مردم ایران یکی از عضو همان فلسطینی که هر روز قتل عام می کنی است داعش و اقاعده و دیگر تروریستان دست ساز شما سگهای کثیف است,0
اینجا کسی میدونه با بادمجان سیاه چه کارهای هنری میشه کرد؟,0
سلام جناب اقای جهرمی سال نو مبارک اینترنت خانگی که قطع شده صداوسیما از صبح تا ساعت ۸شب هیچ فیلمی نداره یه فیلم هزار بار تکراری نشون میدن از خونه هم که در نمیایم بیرون به نظر شما چیکار کنیم از طرفی ۸شب به بعد ۵تا فیلم باهم نشون میدن لطفا یه کاری انجام بدید ممنون,1
سلام.وجدانن ما نمیدونیم دم خروس رو باور کنیم یا قسم حضر عباس آقای جهرمی عزیز بوشهر اوضاع اینترنت مخابرات فاجعه هست سرعتش داغونه,0
#خامنه_ای_مفعول,0
جناب جهرمی از محلول پاکر اسفاده کن حرف نداره @azarijahromi,1
جناب جهرمی بنده به عنوان مدیر فناوری اطلاعت یک کارخانه تولیدی از زمانی ک این بسته ۱۰۰ گیگ رو فعال کردید به مشکل سرعت برخوردم و از اون مهمتر الان نزدیک به ۱۰ ساعته سرویس من ک کلی خدمات مشتریان روی این بستر در حال ارائه دادن هستم، قطع شده و پشتیبانی مخابرات اعلام میکنه به دلیل حجم یوزر ها به خاطر طرح زیاد شده در سیستم اکانتینگ ب مشکل خوردیم و ظرفیت تکمیله نمیتونید کانکت بشید!! من ۱۰۰ گیگ دستی بهتون می دم این مشکلات رو تو دامن ما نندازید.,0
چرا به ایرانسل نمیری؟؟؟؟چرا داری از ایرانسل حمایت میکنی؟بیا در منطقه صادقیه تهران اینترنت رو به مردم تحویل بده ،،که از مالباخته ها یکیش منم که ۷۰ گیگ اینترنت از ایرانسل خریدم،،،به خدا اعتقاد داشته باش ،،مطمعن باش کوتاهی در کار تقاص داره،،من شکایت دارم از ایرانسل رسیدگی کن,0
"سلام لطفاً بجای سرعت به قیمت اینترنت گوشی هم توجه کنید
تشکر",0
او قرنطینه اینهمه تماشاچی آوردی بعد به مردم میکی بمونید او خوته,0
"من دوتا سوال داشتم
​1.کسی از فامیلاش یا اطرافیانش کرونا گرفتن؟ آیا بهبود یافتن؟ خدای نکرده اگه فوت شدن چند سالشون بود و آیا بیماری زمینه ای هم داشتن. ​2.اوایل شروع کرونا میگفتن آب و سرکه رو مخلوط کنین ضدعفونی میکنه لباس و میوه و وسایل ولی الان میگن نه نمیشه. سوالم این بود سرکه و آب ضدعفونی میکنه یا نه؟",1
بنده یک سوآل دارم. آیا قبول دارید باید به عنوان یک حزب مثل حزی سوسیال دمکرات آلمان یا حزب وارگر انگلستان فعال باشید و با رآی مردم دولت تشکیل دهید؟ نباید راجب نوع حکومت تصصمیم بگیرید. بین پادشاهی و جمهوری حکومت انتخاب مبشود و سپس احزاب آزادانه کرسی بدست میگیرند؟ قبول ؟,0
سلام اقای ‌وزیر  همین طور ک در آرزوی پریدن با کفتر ها هستید این آرزو هم بکنید که استاد توی خونه بتونه بدون قطعی اینترنت درسشو انلاین بده .  و لااقل هزینه اینترنت برای استاد و معلم وو دانشجو و محصل صفر بشه. اینترنتی ک پول زیر ساختش از جیب مردم رفته و در آمدش تو سبد کی الله اعلم,0
دانشکده ریاضیات دانشگاه شریف، کتابخانه این دانشکده را به نام نابغه ریاضی جهان، خانم مریم میرزاخانی نام‌گذاری کرد. #احسنت,2
اقای جهرمی شرکت پیشگامان بر چه اساسی تعرفه قیمتارو برده بالا ؟؟؟!!!مملکت مگه صاحاب نداره هرکی واسه خودش نرخ تایین میکنه هر روز یه قیمت حجم و سرعت هر روز داره کمتر میشه به درک معادلش رو از مردم بگیرن,0
دقیقا قدردان چی هستی؟ ۱۸ تیر ۷۸ توی کوی دانشگاه بودم. باید بودی میدیدی چجوری بچه‌ها رو میزنن سیاه و کبود میکنن. میدیدی چطور راننده یگان ویژه یه شب به سه تا دختر دست‌درازی کرد... خاتمی ماچه‌سگ صداش در نیومد همونجا بود که همه فهمیدیم این از همشون مادر‌جنده‌تره #IranRegimeChange,0
نمیخواد الکی شعار بدی و پست بزاری اگه راست میگی به مخابرات بگو اینترنت ها رو قطع نکنن از صبح قطعیم و هیچکی جوابگو نیست,0
زنده یاد ناصرملک مطیعی تازنده بود همه می ترسیدن حرفی وتصویری ازاین هنرمندقبل انقلاب اسمی نشانی ببرند حالا دررسانه وروزنامه ها تیترزدن،لوطی ! چاپلوسی تاکجا #مردم ایران بزرگترین لوطی عصرخودشون هستندکه قدردان سیاستمداران #هاشمی #میرحسین #خاتمی هنرمندان چون #ناصرچشم_آذر_ملک_مطیعی,2
اقای جهرمی هرشب بین ساعت ۹-۱۱ اینترنت مخابرات نیم تا یک ساعت قطع میشه کلا!!! زنگ هم میزنی رو اپراتوره کسی جوابگو نیس تکلیف چیه؟؟؟😐,0
مخابرات چرا فعال نشده ان چه نت رایگانیه 😐,0
دانشمندان مارو ترور کردین اونا هم خلاق ترین و با استعداد ترین بودن ولی شما نابودشان کردید....شما کشته شدن چندین هزار ایرانی را جشن میگیرید چطور آرزوی همکاری داری؟؟ رژیم ایران حافظ و نگهدار امنیت ماست در برابر شما و این آرزو رو به گور خواهی برد ...,0
اقای‌وزیر لطفا یکاری بکن😐من اصفهانم.وای فای خونمون تهران هی فرت فرت داره شارژ میشه و من‌نیستم ازش استفادا کنم😨😨😥😥بیست پنج هزار هر برج هی میاد رو قبض خونه.وجدانن یکاری بکن‌برام😂😂,0
سلام حاجی خدا قوت تو این یک سال خیلی دق دقه کاری داشتی انشاء...خودت و خانوادت همیشه سالم باشید .ولی تورا بخدا قسمت میدم جون اقا پسرات فکری برای راننده های مخابرات بکنید .با 16 سال سابقه کاری تو مخابرات انقدر بی احترامی به رانندها میشه که نپرس .,2
درود خدا به امام خامنه ای..,2
"حاجی بیل گیتس میگه :""به جرات می توانم بگویم که اکثر اوقات سرعت گوزِ من از سرعت اینترنت ایران بیشتر است ."" 😂😂😂😂",0
"بنام خدا
وزیرمحترم ارتباطات جمهوری اسلامی ایران.
باسلام
موضوع:محرمیت مردم چند منطقه بخش مرکزی لارستان فارس .ازجمله روستاهای زاهدمحمود،علی آباد،و اهوه که تاکنون فاقد شبکه تلویزیون و اینترنت مناسب بوده وبا توجه به شرایط بحرانی ویروس کرونا و شعار در خانه بمانیم که نصب العین همه مردم بوده وباید رعایت گردد مردم این مناطق مذکور بمانند سایر نقاط جانانه همراهی وهمکاری داشته اند .
اما از نعمت شبکه اینترنت و تلویزیون بشدت در مضیقه بوده و در طول این روزهای کرونایی دانش آموزان این دیار بیشترین آسیب پذیری فراگیری درسی داشته اند.
لذا از وزیر محترم انتظار می رود در این شرایط بحرانی دستورفرمایند تا از ساده ترین و آسانترین راه و بدور از دستور العمل پیچیده و سخت این مشکل را برطرف نمایند.
با تقدیم احترام .
اهالی زاهدمحمود وحومه
12فروردین 99",0
