Unnamed: 0,id,shortcode,text,modified_at,label,sentiment
1810,17881302916535350,B947Hr9AHZ8,اگه راست میگفتی دلتون واسه بچه های مردم می‌سوخت و شهر هارو قرنطینه میکردین نه این سیاست یک بام و دو هوا....,2020-07-22 19:20:49,-1,-1
1811,17890556539482740,B94FjFZgZ3h,وعده ی های الکی به ملت نده که هیچ کاری نمیکنی. قرار بود پینگ هارو بهتر کنی . زدی اینترنتو از ریشه پوکوندی. حالا الان ده روز خرابش میکنی دوباره برمیگردونی به همون وضعیت قبل که مردم دیگه جرات نکنن بگن پینگ درست کن به همون قبلی راضی باشن. چه سیاست شتی دارین شماها.,2020-07-19 08:39:28,-1,-1
1812,18110469982101800,B947Hr9AHZ8,دکتر این چه وضع مملکته  تورم گرونی فاجعه بار اقتصاد داغون همه دنیا با ما بد شدند حرف مارو قبول ندارن ملت همینطور سیاست مخرب چرا فقط ایران باید اینجوری باشه هر روز یه قیمت این نوع حکومت کردن که از عهده یک بز هم بر میاد اینهمه دفتر دستک چرا,2020-06-01 20:04:39,-1,-1
1813,17875448239594210,B98O-FbjkEG,شرکت مخابرات استان بوشهر دقیقا روز اول فروردین اقدام به قطع تلفن های ثابت میکنه بخاطر بدهی این یعنی اقدام خصمانه مغایر سیاست های دولت در این شرایط سخت بیماری,2020-07-26 09:04:48,-1,-1
1814,18086709193166440,B9eAeqhnibE,هر کشوری سیاست خودشو داره. ولی به نظرم اینکه امار کمتر بگیم تا مردم شورش و اینا نکن بدترن چون به تخمشون میگیرن و مثل الان  خیابونا پر از ادم و اینگونه 80 میلیون جمعیت همه میگیرن,2020-05-27 17:15:31,-1,-1
1815,18131890099010180,B9_2tQrjDws,پس شما بلا نسبت دولت مردا چه غلطی میکنید ؟فقط حرف مفت میزنید اون باقری الدنگ که گفت خیابونا ۲۴ ساعته خلوت میشه چی شد ؟ فقط زر مفت میزنید عرضه ندارید میخواید ملتو غربال کنید اونایی که مریضن رو بکشید تا بیشتر برای خودتون و سیاست کثیفتون بودجه بمونه,2020-05-17 20:15:53,-1,-1
1816,18121305502078720,B98O-FbjkEG,".
یا رب المستضعفین 
#کودتای_کرونایی نام پروژه است که در برنامه #اتفاق #رشیدپور از آن پرده برداشته شد. معاندین بعد از شکست در #انتخابات_مجلس چاره را باز هم سیاست نفی و انکار و #تقلب و ابطال #انتخابات دیدند. با طنزی عروسکی ریاست احتمالی مجلس آینده(دکتر #قالیباف) را به طرز سخیفی مورد تمسخر و هجمه قرار دادند. با #سلبریتی های زوار درفته شان در برنامه #فرمول_یک و #دورهمی به سپاه و نظام حمله کردند(فکری به حال رییس کور سیما نمیکنید؟؟؟). در #فضای_مجازی گریستند و رقصیدند و در خلوتشان به حال مردم خندیدند...
تاکتیک آشفته سازی اذهان و قلوب جامعه، تاکتیک ضعیف نشان دادن نظام در چشم جهانیان برای مقابله با این بیماری جهانی و گدایی از #آمریکا  نماد #تروریسم بیولوژیک بخشی از راهبرد جریان #خائن #اصلاحات در درون نظام است. راهبری که اسمش کودتای کرونایی است. من به عنوان دانشجوی دکتری علوم سیاسی هشدار میدهم!!!!. #اصلاح_طلبان خائن نمیتوانند مسالمت آمیز قدرت را منتقل کنند. اینان چون غده ای  سرطانی چهل سال در قلب نظام ریشه دوانه و امروز میخواهند با ویروسی آمریکایی نفس را از ریه های نظام بگیرند. #بصیرت !!! #ایمان !!! و #اعتماد به #امام_امت ضامن بازگشت سلامتی به جسم و جان نظام و ظهور حضرت بقیه الله العظم است.
این وعده خداوند عزوجل که میفرمایند: وَ نُرِيدُ أَنْ نَمُنَّ عَلَي الَّذِينَ اسْتُضْعِفُوا فِي الْأَرْضِ وَ نَجْعَلَهُمْ أَئِمَّه وَ نَجْعَلَهُمُ الْوارِثِينَ.",2020-06-14 11:27:16,-1,-1
1817,17880545896559260,B97EkTFAKhj,سیاست آن چنان چون صاعقه برخرمن جامعه زده که باورحتی خوبان وخوبیها سخت شده مصداق اینکه همه دروغ میگویندمگرعکسش ثابت بشه اعتمادی درکارنیست,2020-07-26 21:51:02,-1,-1
1818,17884187461518180,B97EkTFAKhj,ارزش افزوده حذف کردی درست  کلاه برداری جدیدتون چی  هر پیامکی که میفرستیم واسه رمز پویا از حسابمون کسر میشه پول اینا کجا میری  یه دزد گرفتی ۳تا دزد از در بعدی وارد کردی  حاجی  فیلم ادمای خوب در نیار چقدر سیاست کثیفه,2020-07-22 21:28:17,-1,-1
1819,18135069892031960,B-KXfX7DLk1,تو اگر مرد بودی از مرد کمتری جهرمی انسان نیستی بر میداری سرعت نت روی اپراتور بهشون ابلاغ کم کنن بعد شکایت سرعتها را برای یه سری درست کنن تو اپراتور یه سیاست کثیفی داری که ذاتت هیچ وقت درست نمیشه یعنی اینقدر اشخاصی بدشون ازت میان فقط تحمل کارهای پشت پردتو دارن میکنن  تد حق نداری به تو ربطی نداره که به جای ما تصمیم میگیری که چیکار کنیم بر میداری هرچیزی محدود بعد گردن شرکت دیگه بعد خودتو وسط میاندازی من کاره ای نبودم عین موزی ها میایی وسط کم نبوده از وقتی پاتو گذاشتی افتضاحات بیشتر شده تو ارتباطات همشم حرف میزنی خوب عین اون رفیقت روحانی بعدم نیست بازه به ما میخندی از پسرت فیلم میگیری به ما چه پسرت چیکار میکنه یا بچت تو خونه نگه داشتی باهاش مصاحبه میکنی به ما ربطی نداره تد جای مردم تصمیم نگیر سرعت اپراتورها کم نکن موزی بازی در نیار ما خر نیستیم نیازی توضیح تو نداریم توهمچی دخالت نکن که مردم باهات برخورد بد نکنن,2020-05-14 09:44:20,-1,-1
1820,17877706105576050,B9Zlps6BLX1,چقدر ملت ما عقده ای شدن  اصلا شادمهر بره بخونه واسه عربها این کجاش مشکل داره  ینی شما خواننده های عربو  گوش نمیکنید؟  یعنی شما به کشورهای عربی نمیرین؟  شادمهر هنرمنده هیچ نقشی در سیاست نداره  ی هنرمند هرجا دعوت بشه  میپزیره  عربها هم از صدا شادمهر لذت میبرن  کاری ب سیاست نداره همون عربها از دولت ما بهترن  ک  کل هنرمندامون اجازه ورود ندارن,2020-07-25 08:18:19,-1,-1
1821,18097634956091232,B97EkTFAKhj,این حوادث ناگوار ناشی از در رأس قدرت بودن افرادی است که بخاطر قدرت وارد سیاست شدن، و امروز میبنیم نتیجه اون رو,2020-07-25 12:50:06,-1,-1
1822,17860772536760120,B-IAjrPjgFd,"و به غیر از این مواردی که ذکر گردید ، آیتمهایی دیگر در فیش حقوق رسمی ها وجود دارد که اشاره به آنها خالی از لطف نیست از جمله : مزد پایه سربازی ، مزد رتبه ، منزلت شغلی ، تفاوت تطبیق ، بدی آب و هوا ، مناطق سردسیری و یا گرمسیری ، پاداش بهره وری ، کمک هزینه تحصیلی و غیره میباشد که کارگزاران مخابرات روستایی از آن کاملا محروم مانده اند و این سیاست کاملا تبعیض آمیز مخابرات باعث ایجاد ناراحتی و عصبانیت در بین جامعه کارگزاران مخابرات روستایی شده است .
صفحه ۳
"" ادامه در صفحه ۴ """,2020-08-02 16:53:01,0,0
1823,18099034633137048,B-IAjrPjgFd,حاجی شعار نده، خیلی چیزا رخ داده اما خیلی چیزا که میخواد رخ بده را هم شما مسئولین جلوش را میگیرین، من به شخصه حاضر محصول ساختم تست آزمایشگاهیشم گرفتم که کاملا هرگونه ویروس و میکروب را از سطح و دست و صورت بصورت ۱۰۰% نابود میکنه و باسازی هم انجام میده اما مسئولین کجا پشتیبانی میکنن کجا میخوان بزارن انجام بشه من با قاطعیت نیمی از مردم را از این بیماری با محصولم نجات میدم اما مسئول نمیخواد این رویداد رخ بده چون سیاست و سیاست مدار سودش در این امر نهفته است غیر این بود همکاری بام میشد، حاجی پشت تلیبون همه خوب حرف میزنن و حرفای قشنگ میزنن میدان عمل سخته,2020-05-19 21:19:06,-1,-1
1824,17874699682589210,B97EkTFAKhj,ما هم برای شما وخانواده عزیزتان بهترین ها رو آرزو میکنیم و اما در کل بگم خداوند متعال کمک کند به مردم ایران اما سیاست ضعیف شما 100 گیگ اینترنت رایگان دادید اما نشد از آن استفاده کرد سرعت افتضاح در افتضاح که جای دعای خیر کنیم که البته من عصبی میشودم مطمن باش بدترین دعا میکردم اول شرکت دادنده و بعدش هم هم همکاران شما در خانه بودن خیلی سخته اما فقط بخاطر یک نفر اونم مادرم وگرنه حتی اگر میگرفتم هم میرفتم بیرون و دل به حرفای یکی از شما نمیدادم و خودم که میرفتم مابقی هم میبردم اما بخاطر ترس که مادرم و پدرم نگیرند ساختم و تحمل می کنم و مردم صالح و با تقوای وطنم آنهایی که شما فکر کنید نه آنهایی که قلب من بپذیرد کلا من اگر یک نفر در این بیماری جان دهد چه مقصر باشد و چه بی گناه دلم میسوزد برای خودش بی گناهی بودن و برای قابل تحمل نبودن خودش خانواده عزیزش نه خودش در کل مرگ حق است اما طوری که شرف از بین نرود اما اگر ظلم در حقش شده باشد فقط یک جواب لعنت علیه کسانی که انجام دهنده بودن,2020-07-22 19:53:37,-1,-1
1825,17915940589399370,B9Z9PVYhm7D,"جدایی بحرین استان چهاردهم ایران از بی کفایتی شاه خائن
بحرینی که سال‌هاست به عنوان یک کشور می‌شناسیم قرن‌های متمادی جزیی از کشور ما و قبل از انقلاب اسلامی استان چهاردهم ایران بوده است، اما از 23 مرداد 1350 همه چیز تغییر کرد و این استان به کشوری ظاهراً مستقل بدل شد. دلایل زیادی برای جدایی بحرین از سوی مسئولین دوره پهلوی مطرح شده است که در ادامه آنها را مرور خواهیم کرد.
نگهداری بحرین فایده که ندارد هیچ، هزینه هم دارد!
یکی از سیاست‌های دست اندرکاران رژیم پهلوی، تبلیغ «بی‌ارزش بودن بحرین» بود. براساس این سیاست، مدام گفته می‌شد که نگهداری بحرین هزینه‌های زیادی خواهد داشت و همچنین هیچ فایده‌ای برای کشور ندارد. برای نمونه عباس مسعودی، سناتور شاهنشاهی و گرداننده روزنامه اطلاعات می‌گوید: «بحرین از نظر منابع طبیعی وضعیت چشمگیری ندارد... در این سرزمین، مثل دیگر شیخ‌نشین‌ها، کشاورزی وجود خارجی ندارد. از سیر تا پیاز و به قول معروف از سفیدی گچ تا سیاهی زغال خود را از خارج وارد می‌کنند.»",2020-07-19 12:03:25,-1,0
1826,17870933464652990,B-VFyy9jWel,ای کاش به جای این شواف به دیگر حق الناس ها هم اهمیت بدین باور کنید حق الناسه گرچه مارو به خیر سیاست امیدی نیست,2020-08-03 13:55:51,-1,-1
1827,18027996148260720,B-IAjrPjgFd,رویا داشتن خوب است ولی،روياهاتون رو با جیب دولت انجام بدهید نه قشر خصوصی و نه سرمایه گذار خصوصی ، اگر می توانید از جیب آقایون و آقازاده ها مایه بگذارید نه از جیب یک سری سروکو که خودتان می گویید ضرر کرده اند که البته برای سیاست گذاری شما هست,2020-05-19 21:36:16,-1,-1
1828,18136146571003800,B-b9kNGDpkn,سلام وقت بخیر دوستان وقتی آدم خوب هم قاطی سیاست بشه هرچه بدرهم خوب باشه و بخواد کاری کنه یکسریها هستن که نمیزارن.این دیگه تو این ۴ دهه ای که گذشته ثابت شده به همه.پس بهتره انقدرهم به این جناب وزیر ارتباطات خورده نگیریم این خانه از پایبست ویران است.یک دست صدا نداشته و نخواهد داشت.ما هم ناراضی هستیم اما کاری نمیشه کرد تا.....,2020-05-13 16:12:43,-1,-1
1829,17912421772410980,B-b9kNGDpkn,ب مردم میگین تو خونه بمونین از اون طرف سرعت اینترنت رو پایین میارین و شبکه های اجتماعی خارجی از جمله واتساپ و اینستاگرام  رو کند میکنین.... واقعا این سیاست دوگانه چ هدفی داره؟ واقعا متعجب میشم از چهره نورانی ک از شما نشون داده میشه و این سیاست عجیب اختلال در اینترنت!!!!!! #دورو نباشیم.,2020-06-20 12:44:18,-1,-1
1830,17876038363576490,B9q3xi8Ds-_,اول حجم اینترنتی ک خودمون داریم تموم میشه بعد تازه میاد از ۱۰۰ گیگتون  استفاده میکنه . درود بر سیاست مخابرات 🤣 سرعت اینترنتو کم کردن حجم خودمونو با اون سرعت کم تموم کردیم بعد تازه میزنه ۲ روز وقت داری از ۱۰۰ گیگ استفاده کنی . خیلی خوبین 🖐🏻,2020-07-25 08:25:30,-1,-1
1831,17861250730740380,B94k-dLAYYz,کاش حداقلش بقیه مسولام مث شما بودن . سیاست و مقام کلا برپایه دروغه ولی شما بین بد و بدتر ، بد هستین هرچند خیلی تلاش میکنید که خوب باشین که پوشیده نیست زحماتتون 👌,2020-07-29 23:31:00,-1,-1
1832,17868027241668390,B94k-dLAYYz,ببینین چقد خوبه یه جَوون سالم‌ بره تو سیاست، حداقل صمیمی و مهربونه ظاهرو لااقل حفظ میکنه ، البته که تا حد توانش سعی میکنه همه چی خوب باشه ، درسته آقای جهرمی؟🙌,2020-08-02 18:26:06,1,1
1833,17938550899345170,B947Hr9AHZ8,فارق از سیاست و سیاسی بازی حرف این خان کوچولو نشونه های تربیت درست خانواده شما داره 🌱🌱🌱 ان شاءالله که بقیه ام درس بگیرن,2020-07-13 09:19:32,-1,1
1834,17858451445810250,B9Zlps6BLX1,بیناموسای حرومزاده انقدر ازشادمهر ایراد نگیرید هنر وفستیوال حدومرز نداره سیاست رو با هنر وموسیقی قاطی نکنید..همه جای دنیا احساس دارن ادما شادمهر واسه دل ادمایی که از لحاظ روحی ازادی ندارن واحساسشون فقیره رویای ازادی رو خوند.تو عربستان حالا ایران وامریکا وترکیه خیلی از عربستان پاک ومطهرتره...انقدر حرف مفت راجب کنسرت عربستان شادمهر نزنید.ولدزناهای بی ذات وریشه حاشیه نسازید واسه اسطوره شادمهر,2020-08-02 16:47:20,-1,-1
1835,17875890034584720,B9Zlps6BLX1,موسیقی مرزو سیاست نمیشناسه ،اسمش روشه بدون مرز ،هنر مرز نداره ❤️امسال هین تفکرات فراریشش داد از کشورش,2020-07-26 09:22:55,1,1
1836,17877545092565920,B9mmAX4DbWC,@azarijahromi اقای وزیر ارتباطات میشه توضیح بدی چرا هزینه اینترنت سرویس بهمن ماه من ۵۲ هزار تومن بود و هزینه سرویس الان که خواستم تمدید کنم ۷۸ تومن شده؟ این بود اینترنت رایگانتون؟ این بود رعایت حال مردم و وضعیت معیشتیتون؟ نون خون مردم رو میخورین؟ سیرمونی ندارین؟ با این سرعت افتضااااااح منت صد گیگ اینترنت رایگان میذارین و از اونور بیشتر از ۵۰ درصد افزایش قیمت میدین؟ تف به سیاست و شرافتتون بیاد که نابودمون کردین,2020-07-22 18:14:00,-1,-1
1837,17887532374502670,B9Zlps6BLX1,عالی بودی 💎هستی💎 خواهی موند💎 ممنون ک بدور از هر سیاستی تو این فستیوال شرکت کردی ما ایرانیا خیلی زیادی تو حاشیه هستیم سیاست کار سیاستمداراس ن ما متاسفانه انقد دردددد داریم وارد مسایلی میشیم ک بهمون مربوط نیس ممنون ک دنیای ب دون مرزو یادمون انداختی🙏🏻🙏🏻💙💙,2020-07-19 10:01:18,1,1
1838,18134815654021568,B96gy-KAenH,کی میخواید سیاست قرون وسطی ایتونو عوض کنید؟,2020-06-10 09:24:24,-1,-1
1839,17934055039360430,B9_2tQrjDws,"سلام
چرا این سیاست مسخره ای هست، پیش گرفتین، مردم رفت و آمد نکنن، مردم تو خونه بمونن، ولی همون مردم برن سر کار، برن بانک",2020-07-13 11:32:29,-1,-1
1840,17881780978545680,B-IAjrPjgFd,"و به غیر از این مواردی که ذکر گردید ، آیتمهایی دیگر در فیش حقوق رسمی ها وجود دارد که اشاره به آنها خالی از لطف نیست از جمله : مزد پایه سربازی ، مزد رتبه ، منزلت شغلی ، تفاوت تطبیق ، بدی آب و هوا ، مناطق سردسیری و یا گرمسیری ، پاداش بهره وری ، کمک هزینه تحصیلی و غیره میباشد که کارگزاران مخابرات روستایی از آن کاملا محروم مانده اند و این سیاست کاملا تبعیض آمیز مخابرات باعث ایجاد ناراحتی و عصبانیت در بین جامعه کارگزاران مخابرات روستایی شده است .
صفحه ۳
"" ادامه در صفحه ۴ """,2020-07-25 08:26:55,0,0
1841,17886796312515550,B-IAjrPjgFd,جون وزیر یه سوال کنم جواب بده لطفا.هنوز پهنای باند و سرعت اینترنت و فیلترینگو حل نکردی آرزو میکنی که چی؟؟؟؟ مگه کار دولت سیاست گذاری و ایجاد بستر برای پیشرفت نیست پس چرا مثل تکنسینها میای از پیچ و مهره و چیزی که آرزومونه حرف میزنی.شما کار خودتو درست بکن از شما جوانتراش هستن اختراع خفن بکنن.جووون عزیزت فقط کار خودتو درست انجام بده بقیش با ما.,2020-07-25 01:56:48,0,-1
1842,17860697800764460,B9WJIX0jnBB,".
وااای وااای واااااای
من همین الآن به لطف قرنطینه تونستم بعد یک هفته سری کامل سریال شهرزاد رو تموم کنم
خیییلی عالی بودین آقای حسینی خییلیی عاالی بودین، کاش قباد نمیمرد و با شهرزاد و بچه اش زندگی میکرد
اصلا نمی تونم هضمش کنم این موضوع رو که شهرزاد شد سهم اون دست و پا چلفتی سیاست بازی که ذره ای غیرت روی عشقش نداشت که به خاطرش بچسبه به زن و زندگیش
لعنت به این زندگی",2020-07-29 23:15:21,-1,1
1843,17869868797636570,B9_2tQrjDws,خب ببینید سیاست مدارها و مدیران جهان چیکار کردن که اونها موندن تو خونه شما هم همون کار رو انجام بدید، خیلی سخته ؟؟؟ وگرنه مردم همون مردم فهیم هستن که تشیع جنازه سردار اومدن، راهپیمایی اومدن، انتخابات اومدن،  فک کنم الان دیگه نوبت دولت هست یه کاری کنه نه مردم زشته همه چیز رو گردن مردم بندازیم، شما برای در خانه ماندن چه تدابیری اندیشیدید؟ تلویزیون بسیار جذاب؟ اینترنت بینهایت رایگان؟ بسته های مداد غذایی؟ حمایت مالی خانواده ها؟؟؟,2020-07-27 19:03:51,-1,-1
1844,17909740237418710,B9_2tQrjDws,سلام آقای وزیر . از یک طرف مسئولین و رادیو تلویزیون دایم به مردم میگویند در خانه بمانیم از طرف دیگر امروز در خبرگزاریهای خواندیم که وضعیت کار ادارات هنوز مشخص نیست و باید تصمیم گیری شود . دقیقا مثل قبل عید که ۵۰ ۵۰  بود.  اگر قرار است در خانه ماند باید یک سیاست مشخص و واحد اتخاذ شود . غیر اینست ؟,2020-06-14 12:33:19,-1,-1
1845,17876287501592730,B-IAjrPjgFd,".
بزرگ‌ترین عاملی که باعث بی اعتمادیه ملت شده «ریا» هست! 
نمیشه من عملکردم یه چیز باشه بعد دوست داشته باشم دیگران منو یجور دیگه ببینند، درین حالت اگر قرآن هم بخونم دیگران یاد قرائت شمر میوفتند؛ خدا هم به عملکرد ما نمره میده نه به حرف‌هامون؛ رستم هفت خان داشت، سیاست شماها هفتصد خان!!
.
صد بار دیگه هم کامنتهام پاک بشه باز هم میگذارم😏",2020-07-24 10:40:46,-1,-1
1846,17859755593796670,B98O-FbjkEG,آقای دکتر سلام فرمودید صد گیگ اینترنت تا هفتم اعتبار داره اما شاتل از دیشب اعتبارش رو برداشت تماس گرفتم گفتند شاتل سیاست خودش رو خودش تعیین میکنه ، فک کنم غیر مستقیم گفت به کسی ربطی نداره😶😐 @azarijahromi,2020-08-02 16:48:01,0,-1
1847,18137334865019580,B-VFyy9jWel,"⭕️امکان ثبت نام برای متقاضیان یارانه معیشتی فراهم می شود
🔸حسین میرزایی، سخنگوی تبصره ۱۲ بودجه ۹۹ : 🔹تاقبل از خرداد ماه امکان ثبت نام برای متقاضیان یارانه معیشتی در سامانه ۶۹۳۹ فراهم خواهد شد.بر پدرتون لعنت اگر دروغ بگید یعنی بر پدر آدم دروغگو لعنت ،توی محله ما نود درصد شامل حالشون نشده از این افراد ی هم که گرفتن یک نظامی است که دارای دو خودرو ودو منزل مسکونی وحقوق بالای پنج میلیون از سازمان دریافت می کند ضمنا مهندس نظام مهندسی نیز می باشد شامل حال ایشان شده ولی افرادی که از بضاعت مالی خوبی برخوردار نیستند نشده است بعد چطور توی یک محله که اکثرا یا بازنشته هستند ویا کارمند که از حقوق پایینی نیز بر خودار هستند شامل حالاشان نشده بعد به دروغ می گویند به شصت میلیون نفر کمک معیشتی پرداخت می شود ،شخصی خدمت حضرت علی ع عرض کرد شما که از غیب می دانید بگویید موهای محاسن من چند تا است گفت ملعون بفرض که من بگویم چند تا است تو می توانی بشماری که من راست می گویم یا دروغ ،حالا نقل دولت سراسر کذب ودروغ است که از روز اول با وعدهای دروغین بر سر کار آمد وهمچنان سیاست دروغ را در پیش پرفته اند",2020-06-13 11:44:04,-1,-1
1849,17866964953725460,B-b9kNGDpkn,سلام اقای جهرمی،عیدتون مبارک،..دیدین تحمل اینکه پسر خودتون مبل خونه خودتون رو خط خطی کرده نداشتین...ببین ماها چه حالی  داریم که خط سیاست های  غلط دولتمردان  عمرمونو خط خطی کرده,2020-08-05 12:50:57,-1,-1
1850,17864644420721970,B9Zlps6BLX1,اسم برنامش روشه  موزیک بدون مرز  و ربطی به سیاست نداره  دوستان 💙🇮🇷,2020-08-02 16:11:15,0,0
1851,17873211817614700,B9_2tQrjDws,اینا تصاویر که گذاشتید و در اون پرنده پر نمیزنه، بخاطر درایت مسؤلین برای قرنطینه شهر بوده، با ایران مقایسه نکنید لطفا. نمیشه طرح اجباری دنیارو با طرح اختیاری ایران مقایسه کرد. بیست روز اول قرنطینه کرده بودن تا الان جمع میشد، اما سیاست...,2020-07-26 09:42:32,-1,-1
1852,18097458133190792,B96gy-KAenH,حاجی از سیاست واسمون بگو..,2020-05-19 20:48:09,1,0
1853,18102522238126900,B98O-FbjkEG,امسال همون سیاست پارسال رو ادامه می دهید؟؟,2020-06-09 09:02:18,-1,0
1854,17891973214472860,B9_2tQrjDws,اگه ازشما ۱۰تا دیگه توی سیاست ایران بود،دیگه بیشتر مشکلها حل میشد❤️👑,2020-07-19 17:59:40,1,1
1855,17858873014779370,B9ehjnnAGIr,همیشه داستان همینه اگ دقت کنی وقتی تو تاکسی سوارمیشی همه مردم راجب سیاست یه تز میدن یا تواستادیوم فوتبال صدهزارنفرجای داورتز میدن وبه راحتی نظریه پردازی میکنن...هه منطق اینو میگه کسی میتونه نظربده یا انتقادبکنه که حداقل سوادوعلمش روتواون زمینه داشته باشه....تویه استعدادی واینده فوق العاده ای پیشه رو داری،کدروبیخی واسه این جماعت باس هیتلرباشی...,2020-08-02 17:38:32,-1,-1
1857,17877489277567250,B97EkTFAKhj,وزیر ممنون بابت تمام کار های انجام شدت وتمام کار هایی که میخواستید اجرا بشه ولی نزاشتن.گله ای نیست عمرمون رفت تا اقایون سیاست رو یاد بگیرن و به امید روزهای خوب واسه مردم ایران ❤️سال نو مبارک🌹🌹🌹🌹,2020-07-22 18:12:58,1,1
1858,17892165808479590,B9WndmFlhmV,"علاقمندان به تاریخ و سیاست پیج زیر رو از دست ندن
@history_answers
این پیج اولین پیجیه که واسه هر اتفاق جدید و مهم یه مصداق سیاسیِ عالی پیدا میکنه و بهتون میگه👍🏻😍
مثلا بهتون میگه الان که فرانسه و انگلیس واسه کرونا می خوان بهمون کیت مجانی هدیه بدن،خیرمونو نمی خوان😑😑😑
بلکه بر عکس ، فرانسه همونیه که با انتقال خون آلوده ایدز رو وارد ایران کرد😭😱😢
پس زود باش فالوش کن تا از جدید ترین اخبار پشت پرده با خبر بشی😎👍🏻",2020-07-24 10:42:48,-1,-1
1859,18098916169081220,B9b3IDGFPl3,بعد از این همه صبر و سیاست کاری بنظر من عالی اهنگت تازه اول راه جدیده.بهتر بجای کامنتای منفی ما هم صبر داشته باشیم برای شنیدن کارای بعدی به احترام صبر و تحمل سختیهایی که این سه سال و نیم بخاطر هواداراش کشید احترام بزاریم،.عالی هستی.موفق باشی همیشه.,2020-05-26 18:38:03,1,1
1860,18044626234241400,B9mmAX4DbWC,اینترنت خانگی را رایگان کردین که مردم  از همونی هم که  استفاده می کردن نتونن استفاده کنن و با توجه به اینکه قراره خونه بمونن و درآمد اینترنت موبایل میاد پایین ، اینجوری جبران کنید که کاربرای خانگی هم مجبور شن از اینترنت موبایل استفاده کنن؟ تازه تبلیغ هم کردید که اینترنت را رایگان کردید؟ اصلا سیاست تمیزی نبود ، این کلک هایی که به مردم میزنین گریبان خودتون را می گیره آقای وزیر,2020-06-10 13:48:52,-1,-1
1861,17865869116711300,B94k-dLAYYz,تنها مرد سیاست که حرفهاش رو دنبال میکنم.,2020-08-01 12:58:35,1,1
1862,18047076097225232,B94k-dLAYYz,من کلا اهل سیاست نیستم و کلا به حکومت جمهوری اسلامی اعتقادی ندارم اما تو به عنوان وزیر واقعا یک پیشرفتی تو این جمهوری الکی,2020-06-10 09:32:13,-1,-1
1863,18092741377179712,B947Hr9AHZ8,بچه هاشونم سیاست مدارن ازالان 😂... افرین بشین خونه ددر خطرناکه الان ...,2020-05-27 10:45:28,-1,0
1864,17860469455775420,B9b8nboFCU8,شما یک سری هم به دروغ هایی که در آمریکا زده میشه بزن ،اولش فکر کردم فقط اینا دروغ میگن الان می بینم که همه بنا به منافعشان دروغ میگن، پس کسی که وارد سیاست میشه خیلی پوفیوزه و تو که این را میدونی و فقط از اینوری قش می کنی پوفیوزتری,2020-07-27 18:39:02,-1,-1
1865,18132985072003260,B9q3xi8Ds-_,@azarijahromi اقای وزیر ارتباطات میشه توضیح بدی چرا هزینه اینترنت سرویس بهمن ماه من ۵۲ هزار تومن بود و هزینه سرویس الان که خواستم تمدید کنم ۷۸ تومن شده؟ این بود اینترنت رایگانتون؟ این بود رعایت حال مردم و وضعیت معیشتیتون؟ نون خون مردم رو میخورین؟ سیرمونی ندارین؟ با این سرعت افتضااااااح منت صد گیگ اینترنت رایگان میذارین و از اونور بیشتر از ۵۰ درصد افزایش قیمت میدین؟ تف به سیاست و شرافتتون بیاد که نابودمون کردین,2020-05-18 12:51:34,-1,-1
1866,17874574252601620,B94k-dLAYYz,دکتر با همه انتقادات مثبت و منفی که داریم به دور از همه سیاست بازی های دنیا و این مملکت به دور از تمام غمهای  امسال باید بگیم عید شما و همه هم وطنان عزیز مبارک یاد درگذشتگان بخصوص سردار دلها جاودانه در دلها انشالله سال جدید سرشار از خوبی و خوشی باشه همراه با ظهور آقا امام زمان ع آمین,2020-07-25 02:49:15,1,1
1868,17893579369474300,B947Hr9AHZ8,بابا جون خودت پای بچه رو به سیاست باز نکن,2020-07-12 12:15:03,-1,-1
1869,17944322746335830,B947Hr9AHZ8,آقای رییس جمهور تا کی بر سیاست غلط پا فشاری میکنن,2020-05-31 01:50:01,-1,-1
1870,18020557066265080,B947Hr9AHZ8,@azarijahromi معلومه پسر باهوش و باسیاستیه و سیاست مدارانه جواب سوالات رو اونجوری می ده که لازمه نه اونجوری که دلش می خواهد اصلا رئیس جمهور آینده همین ایشون هستند البته 1425 به بعد,2020-05-19 21:18:23,-1,1
1871,17931149026367330,B9_2tQrjDws,کاش ی فیلم از ایستادن ایران میگذاشتین.ایران رو به فنا دادن.میتونستن پیشگیری کنن اما نکردن.لعنت بر این سیاست های کثیف همکاران شما.الانشم جدی نگرفتن👊👊👊☹☹,2020-07-13 19:00:10,-1,-1
1872,17858807860833230,B9ZwmgMnikG,"بری میگن فرار کرد وطن فروش اگه بمونی هم میگن یارو اطلاعاتیه
زنده باد حاشیه تو مغزش چیاست یارو آدم حساب کار دستش میاد
کار درست رو میکنی میگن قصدش ریاست کاری هم نکنی میگن قلبش سیاست
من کارم غمگینه چون بارم سنگینه کمبود گذشته هام فقط با رپ تامینه
وقتی زوار زندگیم داره راحت در میره اون لحظست که خودکارم با کاغذ ور میره
من رپ نکردم رو شکم سیری واسه کل کل و بچه بازی یه کم پیریم
اون هم قابل احترامه حاصل استعداده چون حرف خاصی توش نیست فاقد اعتباره
با رپ میشه در جنگ تاخت با رپ میشه فرهنگ ساخت",2020-08-03 13:47:59,-1,-1
